#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0707300|PVP01_0707300.1|unknown -            515 7500at5820           -            277   1.6e-55  187.2   3.0   1   1   2.8e-58     2e-55  186.9   3.0     1    94    83   176    83   179 0.99 -
GCA_040114635.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 7500at5820           -            277   2.2e-20   72.0   6.8   1   3   6.5e-21   4.5e-18   64.4   2.5    15   185    16   209     5   219 0.79 -
GCA_040114635.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 7500at5820           -            277   2.2e-20   72.0   6.8   2   3    0.0021       1.4    7.0   0.2   103   242   216   248   204   273 0.58 -
GCA_040114635.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 7500at5820           -            277   2.2e-20   72.0   6.8   3   3     0.054        38    2.3   0.0    43    70   257   283   246   300 0.77 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 7500at5820           -            277   3.1e-13   48.5   5.0   1   2      0.02        14    3.7   0.0   102   129     6    33     1    71 0.63 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 7500at5820           -            277   3.1e-13   48.5   5.0   2   2   4.8e-15   3.3e-12   45.1   2.7    12   163    88   247    74   258 0.84 -
GCA_040114635.1|PVP01_1103300|PVP01_1103300.1|unknown -            493 7500at5820           -            277   9.2e-09   33.8  10.7   1   3    0.0045       3.1    5.8   0.0     6    39    12    46     9    54 0.79 -
GCA_040114635.1|PVP01_1103300|PVP01_1103300.1|unknown -            493 7500at5820           -            277   9.2e-09   33.8  10.7   2   3     0.008       5.6    5.0   0.2   202   249   288   332   283   351 0.61 -
GCA_040114635.1|PVP01_1103300|PVP01_1103300.1|unknown -            493 7500at5820           -            277   9.2e-09   33.8  10.7   3   3   5.9e-08   4.1e-05   21.9   8.7    43   177   341   488   327   492 0.77 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 7500at5820           -            277   7.6e-06   24.3  12.4   1   4     2e-05     0.014   13.6   0.0    77   132    13    67     9   197 0.81 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 7500at5820           -            277   7.6e-06   24.3  12.4   2   4      0.22   1.6e+02    0.3   0.2   142   182   666   706   652   712 0.85 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 7500at5820           -            277   7.6e-06   24.3  12.4   3   4      0.19   1.4e+02    0.5   0.7   103   182   751   830   736   835 0.57 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 7500at5820           -            277   7.6e-06   24.3  12.4   4   4   1.1e-05    0.0077   14.4   0.3   103   179  1031  1112   985  1118 0.81 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 7500at5820           -            277   0.00022   19.5   6.7   1   2   5.3e-06    0.0037   15.4   1.4    96   240    25   160    15   183 0.66 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 7500at5820           -            277   0.00022   19.5   6.7   2   2    0.0024       1.7    6.7   0.3    82   177   213   308   194   312 0.75 -
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 7500at5820           -            277   0.00029   19.1   1.9   1   3   0.00062      0.43    8.7   0.0   103   166    35   104    20   136 0.70 -
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 7500at5820           -            277   0.00029   19.1   1.9   2   3   0.00086       0.6    8.2   0.6   208   262   226   278   123   296 0.88 -
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 7500at5820           -            277   0.00029   19.1   1.9   3   3   0.00062      0.43    8.7   0.5    12    83   228   308   222   317 0.52 -
GCA_040114635.1|PVP01_1442000|PVP01_1442000.1|unknown -            306 7500at5820           -            277    0.0036   15.5   1.8   1   3   1.6e-05     0.011   13.9   0.0   116   157    19    60     6    78 0.88 -
GCA_040114635.1|PVP01_1442000|PVP01_1442000.1|unknown -            306 7500at5820           -            277    0.0036   15.5   1.8   2   3       0.4   2.8e+02   -0.6   0.1   102   154    93   145    59   154 0.61 -
GCA_040114635.1|PVP01_1442000|PVP01_1442000.1|unknown -            306 7500at5820           -            277    0.0036   15.5   1.8   3   3      0.54   3.8e+02   -1.0   0.0   226   240   241   255   226   289 0.55 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 7500at5820           -            277    0.0036   15.5  46.1   1   4   0.00092      0.65    8.1   1.8     7    48     7    48     1    60 0.78 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 7500at5820           -            277    0.0036   15.5  46.1   2   4      0.77   5.4e+02   -1.5   4.7   131   185    57   108    49   113 0.68 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 7500at5820           -            277    0.0036   15.5  46.1   3   4     3e-05     0.021   13.0  18.3     6   192   111   310   107   333 0.57 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 7500at5820           -            277    0.0036   15.5  46.1   4   4   9.2e-05     0.065   11.4   2.6    40    85   333   378   313   380 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7500at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7500at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7500at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:18:54 2026
# [ok]
