#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0716000|PVP01_0716000.1|unknown -            839 3370at5820           -            675         0 1533.2   4.2   1   1         0         0 1533.0   4.2     2   673   165   836   164   838 1.00 -
GCA_040114635.1|PVP01_0615200|PVP01_0615200.1|unknown -           1224 3370at5820           -            675  4.1e-218  724.5   2.0   1   1  5.5e-221  5.7e-218  724.0   2.0    18   656   558  1188   549  1204 0.95 -
GCA_040114635.1|PVP01_1449800|PVP01_1449800.1|unknown -           1081 3370at5820           -            675  2.3e-174  579.9  12.3   1   2     6e-89   6.3e-86  287.7   1.9    11   295   381   667   373   672 0.95 -
GCA_040114635.1|PVP01_1449800|PVP01_1449800.1|unknown -           1081 3370at5820           -            675  2.3e-174  579.9  12.3   2   2   6.3e-92   6.6e-89  297.5   3.1   284   655   701  1076   690  1080 0.92 -
GCA_040114635.1|PVP01_1107700|PVP01_1107700.1|unknown -           1127 3370at5820           -            675  5.6e-167  555.5  13.4   1   3      0.31   3.3e+02   -2.2   0.0   349   381   346   378   343   391 0.80 -
GCA_040114635.1|PVP01_1107700|PVP01_1107700.1|unknown -           1127 3370at5820           -            675  5.6e-167  555.5  13.4   2   3     2e-80   2.1e-77  259.5   2.3    18   249   425   661   407   671 0.95 -
GCA_040114635.1|PVP01_1107700|PVP01_1107700.1|unknown -           1127 3370at5820           -            675  5.6e-167  555.5  13.4   3   3   4.8e-93     5e-90  301.2   2.9   263   655   745  1122   736  1127 0.94 -
GCA_040114635.1|PVP01_0513000|PVP01_0513000.1|unknown -            834 3370at5820           -            675   4.4e-59  198.9   1.3   1   3   1.6e-08   1.7e-05   21.9   0.1    24    70     3    48     1    54 0.87 -
GCA_040114635.1|PVP01_0513000|PVP01_0513000.1|unknown -            834 3370at5820           -            675   4.4e-59  198.9   1.3   2   3     1e-53   1.1e-50  171.2   0.0    74   232    76   235    62   245 0.94 -
GCA_040114635.1|PVP01_0513000|PVP01_0513000.1|unknown -            834 3370at5820           -            675   4.4e-59  198.9   1.3   3   3    0.0064       6.7    3.4   0.0   234   251   274   291   271   310 0.73 -
GCA_040114635.1|PVP01_0829700|PVP01_0829700.1|unknown -           2082 3370at5820           -            675   1.8e-44  150.7   2.4   1   2   3.5e-33   3.7e-30  103.4   1.5    21   209   415   616   400   628 0.87 -
GCA_040114635.1|PVP01_0829700|PVP01_0829700.1|unknown -           2082 3370at5820           -            675   1.8e-44  150.7   2.4   2   2   9.5e-16     1e-12   45.8   0.0   236   392   746   895   738   908 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3370at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3370at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3370at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:06:45 2026
# [ok]
