#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1212200|PVP01_1212200.1|unknown -            817 2337at5820           -            732         0 1514.2  15.2   1   1         0         0 1511.5  15.2     1   732     1   813     1   813 0.95 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 2337at5820           -            732   3.6e-90  301.6   1.8   1   2   1.8e-43   2.3e-40  137.0   0.0    89   285    69   278    61   301 0.84 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 2337at5820           -            732   3.6e-90  301.6   1.8   2   2   2.1e-51   2.7e-48  163.2   0.7   301   668   367   761   345   768 0.83 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 2337at5820           -            732   2.5e-41  140.2  12.0   1   6   7.6e-19   9.6e-16   55.6   0.0    89   201    79   193    62   211 0.89 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 2337at5820           -            732   2.5e-41  140.2  12.0   2   6   1.2e-12   1.5e-09   35.1   0.1   207   268   284   345   251   353 0.84 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 2337at5820           -            732   2.5e-41  140.2  12.0   3   6      0.69   8.6e+02   -3.8   0.3   270   294   373   396   371   407 0.69 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 2337at5820           -            732   2.5e-41  140.2  12.0   4   6     0.021        27    1.2   0.0   301   341   542   586   535   596 0.79 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 2337at5820           -            732   2.5e-41  140.2  12.0   5   6   8.1e-16     1e-12   45.6   0.4   398   570   674   886   660   897 0.73 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 2337at5820           -            732   2.5e-41  140.2  12.0   6   6   0.00092       1.2    5.7   0.0   596   624   938   966   926   976 0.91 -
GCA_040114635.1|PVP01_1448000|PVP01_1448000.1|unknown -           1858 2337at5820           -            732   1.3e-24   84.9   0.6   1   1   8.8e-26   1.1e-22   78.5   0.6    97   337   113   427    95   440 0.68 -
GCA_040114635.1|PVP01_1030300|PVP01_1030300.1|unknown -            800 2337at5820           -            732     0.001   15.8   0.1   1   1   1.1e-06    0.0014   15.4   0.1    22   111    16   113     6   118 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2337at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2337at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2337at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:06:10 2026
# [ok]
