#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0111900|PVP01_0111900.1|unknown -            686 4340at5820           -            495   4.3e-88  294.7   0.4   1   1   3.6e-91   5.7e-88  294.3   0.4     1   136     2   137     2   144 0.99 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4340at5820           -            495   8.3e-24   82.7  18.3   1   5   0.00018      0.29    8.3   0.0    58   124    66   126    58   139 0.70 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4340at5820           -            495   8.3e-24   82.7  18.3   2   5   1.5e-08   2.3e-05   21.8   0.4    31   117    91   179    88   182 0.77 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4340at5820           -            495   8.3e-24   82.7  18.3   3   5   7.2e-13   1.1e-09   36.0   3.1   266   347   155   243   148   248 0.86 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4340at5820           -            495   8.3e-24   82.7  18.3   4   5     2e-12   3.1e-09   34.6   0.6   259   346   259   355   255   360 0.81 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4340at5820           -            495   8.3e-24   82.7  18.3   5   5   0.00012       0.2    8.9   0.2   266   334   375   447   369   452 0.75 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4340at5820           -            495   8.3e-19   66.2  15.6   1   3   9.2e-15   1.4e-11   42.3   3.5   209   340    30   158    12   168 0.83 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4340at5820           -            495   8.3e-19   66.2  15.6   2   3   1.1e-05     0.018   12.3   0.0   296   349   259   310   252   319 0.85 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4340at5820           -            495   8.3e-19   66.2  15.6   3   3   5.1e-07   0.00081   16.7   2.9   256   346   321   399   307   451 0.75 -
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4340at5820           -            495   1.6e-08   32.2   2.2   1   2   4.2e-05     0.066   10.4   0.1    71   120    48    97    41   110 0.72 -
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4340at5820           -            495   1.6e-08   32.2   2.2   2   2   2.4e-08   3.7e-05   21.1   0.3   266   316   121   171   108   187 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4340at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4340at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4340at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:11:38 2026
# [ok]
