#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0609400|PVP01_0609400.1|unknown -            181 13164at5820          -            130   4.2e-74  245.5   3.0   1   1   1.4e-76   5.6e-74  245.1   3.0     8   130    57   181    53   181 0.97 -
GCA_040114635.1|PVP01_1461500|PVP01_1461500.1|unknown -           1277 13164at5820          -            130   1.1e-08   33.9   1.8   1   3   2.9e-11   1.1e-08   33.9   1.8    31   102   156   227   148   236 0.95 -
GCA_040114635.1|PVP01_1461500|PVP01_1461500.1|unknown -           1277 13164at5820          -            130   1.1e-08   33.9   1.8   2   3       9.4   3.7e+03   -3.3   0.0    75   102   301   326   295   353 0.66 -
GCA_040114635.1|PVP01_1461500|PVP01_1461500.1|unknown -           1277 13164at5820          -            130   1.1e-08   33.9   1.8   3   3       3.5   1.4e+03   -1.9   0.1    53    53   965   965   937  1012 0.51 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13164at5820          -            130   1.7e-07   30.1   4.5   1   4     0.048        19    4.1   0.0    55    93    43    82    14    89 0.75 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13164at5820          -            130   1.7e-07   30.1   4.5   2   4     0.041        16    4.3   0.1    66    94   142   170   116   182 0.78 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13164at5820          -            130   1.7e-07   30.1   4.5   3   4   0.00016     0.064   12.1   0.3    24    95   190   258   172   263 0.81 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13164at5820          -            130   1.7e-07   30.1   4.5   4   4    0.0031       1.2    7.9   0.1    21    94   443   515   428   524 0.78 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13164at5820          -            130   5.7e-06   25.2   0.1   1   3   0.00018     0.072   11.9   0.0    34    91    95   152    86   159 0.90 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13164at5820          -            130   5.7e-06   25.2   0.1   2   3    0.0016      0.62    8.9   0.0    21    91   181   251   170   263 0.83 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13164at5820          -            130   5.7e-06   25.2   0.1   3   3         1   3.9e+02   -0.2   0.0    67    92   412   437   389   466 0.81 -
GCA_040114635.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 13164at5820          -            130   1.4e-05   23.9   0.1   1   1   4.2e-08   1.7e-05   23.7   0.1    29   105    16    90     4   104 0.86 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13164at5820          -            130   2.5e-05   23.1   0.0   1   2   3.9e-05     0.015   14.1   0.0    27    93     7    72     2    98 0.83 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13164at5820          -            130   2.5e-05   23.1   0.0   2   2    0.0061       2.4    7.0   0.0    34   100   162   227   156   239 0.84 -
GCA_040114635.1|PVP01_1111800|PVP01_1111800.1|unknown -            181 13164at5820          -            130   0.00033   19.5   0.6   1   1   1.4e-06   0.00053   18.8   0.3    33   100    56   123    43   149 0.87 -
GCA_040114635.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13164at5820          -            130   0.00042   19.1   0.0   1   2       4.3   1.7e+03   -2.2   0.0    33    51    18    36     5    47 0.69 -
GCA_040114635.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13164at5820          -            130   0.00042   19.1   0.0   2   2   2.6e-06     0.001   17.9   0.0    15   100    59   143    48   149 0.88 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13164at5820          -            130   0.00059   18.7   7.1   1   3    0.0017      0.69    8.7   0.2    19    57   210   249   194   282 0.63 -
