#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 10298at5820          -            272  2.3e-145  481.5  41.6   1   1  5.1e-148  2.9e-145  481.2  41.6     1   271    14   291    14   292 0.98 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 10298at5820          -            272   1.4e-30  105.1  47.4   1   3   2.6e-13   1.5e-10   39.4  18.4    96   192    23   119     3   120 0.64 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 10298at5820          -            272   1.4e-30  105.1  47.4   2   3   5.7e-15   3.2e-12   44.9   7.9    81   169    96   183    95   187 0.89 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 10298at5820          -            272   1.4e-30  105.1  47.4   3   3   5.5e-14   3.1e-11   41.6  11.5    81   168   185   276   182   289 0.87 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   1   7    0.0011      0.65    7.8   8.1    45   122    28   105     9   108 0.73 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   2   7     1e-07   5.8e-05   21.1   0.4    40   111   112   183   106   198 0.77 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   3   7       4.7   2.7e+03   -4.0   0.3    88   118   675   705   663   716 0.61 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   4   7     6e-05     0.035   12.0   0.1    66   153   792   887   774   905 0.75 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   5   7   7.8e-05     0.045   11.6  16.5    45   166   969  1093   963  1094 0.62 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   6   7      0.23   1.3e+02    0.3  13.2    88   233  1056  1206  1051  1212 0.65 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10298at5820          -            272   1.4e-15   55.9  73.8   7   7   5.8e-10   3.3e-07   28.5   5.2    42   162  1223  1346  1216  1390 0.72 -
GCA_040114635.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 10298at5820          -            272   7.9e-12   43.6  28.5   1   1   2.4e-14   1.4e-11   42.8  28.5    25   193   106   275    97   321 0.86 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 10298at5820          -            272   1.3e-09   36.3  23.5   1   3   1.5e-07   8.8e-05   20.5   3.3    84   146    32    92    14    96 0.83 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 10298at5820          -            272   1.3e-09   36.3  23.5   2   3   9.1e-09   5.2e-06   24.5   3.1    83   145    92   159    89   165 0.80 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 10298at5820          -            272   1.3e-09   36.3  23.5   3   3     0.067        39    2.0   2.7   102   129   267   295   242   355 0.45 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 10298at5820          -            272   8.2e-09   33.7   9.0   1   1   8.1e-11   4.6e-08   31.3   8.8    40   145    48   157     4   175 0.71 -
