#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 5343at5820           -            436  2.9e-114  380.8   7.3   1   1  3.5e-117  3.7e-114  380.4   7.3     1   186     7   201     7   210 0.95 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 5343at5820           -            436     1e-17   62.7  15.5   1   4   3.5e-08   3.6e-05   21.3   0.2    53   141    90   184    67   199 0.58 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 5343at5820           -            436     1e-17   62.7  15.5   2   4     8e-11   8.4e-08   30.0   0.6    67   146   217   302   195   311 0.79 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 5343at5820           -            436     1e-17   62.7  15.5   3   4   5.6e-11   5.8e-08   30.5   1.1    65   141   269   356   268   372 0.81 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 5343at5820           -            436     1e-17   62.7  15.5   4   4    0.0011       1.2    6.4   0.5   114   146   377   411   364   429 0.67 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 5343at5820           -            436   1.2e-09   36.0  11.4   1   2   3.2e-08   3.4e-05   21.4   0.8    50   131    71   155    30   170 0.88 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 5343at5820           -            436   1.2e-09   36.0  11.4   2   2   2.2e-07   0.00023   18.6   4.0    64   152   279   370   264   442 0.74 -
GCA_040114635.1|PVP01_0718300|PVP01_0718300.1|unknown -           2576 5343at5820           -            436   8.1e-08   30.0   9.1   1   3   7.3e-07   0.00076   16.9   0.4    43   147    58   162    52   178 0.79 -
GCA_040114635.1|PVP01_0718300|PVP01_0718300.1|unknown -           2576 5343at5820           -            436   8.1e-08   30.0   9.1   2   3   9.3e-06    0.0097   13.3   0.3   224   258   279   313   272   319 0.93 -
GCA_040114635.1|PVP01_0718300|PVP01_0718300.1|unknown -           2576 5343at5820           -            436   8.1e-08   30.0   9.1   3   3     0.022        23    2.2   0.1   109   157   319   372   314   391 0.72 -
GCA_040114635.1|PVP01_0111900|PVP01_0111900.1|unknown -            686 5343at5820           -            436    0.0012   16.3   0.1   1   2   0.00071      0.74    7.1   0.0    88   142     8    67     3    78 0.71 -
GCA_040114635.1|PVP01_0111900|PVP01_0111900.1|unknown -            686 5343at5820           -            436    0.0012   16.3   0.1   2   2     0.001       1.1    6.6   0.0    44    88    74   118    69   130 0.72 -
GCA_040114635.1|PVP01_1025500|PVP01_1025500.1|unknown -           2240 5343at5820           -            436     0.025   11.9   0.0   1   1   6.8e-05     0.071   10.4   0.0   118   257   809   957   803   977 0.61 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5343at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5343at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5343at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:12:43 2026
# [ok]
