#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 11831at5820          -            156   3.3e-96  317.8   2.7   1   1     1e-98   5.9e-96  317.0   2.7     1   156    25   202    25   202 0.95 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 11831at5820          -            156   7.4e-09   34.1   0.1   1   3   0.00089      0.51    8.6   0.0    54    96   104   146    90   158 0.88 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 11831at5820          -            156   7.4e-09   34.1   0.1   2   3   0.00053       0.3    9.3   0.0    53   106   202   252   182   285 0.81 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 11831at5820          -            156   7.4e-09   34.1   0.1   3   3   8.3e-05     0.047   12.0   0.0    57   115   391   450   384   474 0.85 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 11831at5820          -            156   8.4e-09   33.9   0.0   1   2   3.6e-08     2e-05   22.9   0.0    57   114   661   719   626   733 0.89 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 11831at5820          -            156   8.4e-09   33.9   0.0   2   2    0.0012      0.71    8.1   0.0    54    98   760   804   752   824 0.82 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 11831at5820          -            156   1.9e-06   26.2   1.5   1   3     0.024        14    4.0   0.1    50    99    30    74     6    94 0.68 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 11831at5820          -            156   1.9e-06   26.2   1.5   2   3   0.00022      0.12   10.6   0.1    58   110   138   191    76   206 0.66 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 11831at5820          -            156   1.9e-06   26.2   1.5   3   3   0.00052       0.3    9.4   0.0    54   112   225   283   220   291 0.77 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 11831at5820          -            156   3.2e-05   22.3   2.2   1   2     0.012         7    4.9   0.1    70    90   136   156    99   189 0.77 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 11831at5820          -            156   3.2e-05   22.3   2.2   2   2   2.7e-06    0.0015   16.8   0.3    36   111   303   389   279   406 0.77 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 11831at5820          -            156     8e-05   21.0   3.3   1   3   0.00033      0.19   10.0   0.0    68   105   116   153   101   164 0.79 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 11831at5820          -            156     8e-05   21.0   3.3   2   3   0.00098      0.56    8.5   0.0    53    92   185   223   165   241 0.76 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 11831at5820          -            156     8e-05   21.0   3.3   3   3       0.2   1.1e+02    1.0   0.4    98   135   254   292   237   305 0.73 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 11831at5820          -            156    0.0003   19.1   0.4   1   2      0.29   1.7e+02    0.4   0.0    54    89   134   169    96   190 0.76 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 11831at5820          -            156    0.0003   19.1   0.4   2   2   3.1e-06    0.0018   16.6   0.2    16    98   172   261   166   294 0.68 -
GCA_040114635.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 11831at5820          -            156   0.00031   19.1   1.7   1   2     0.077        44    2.3   0.3    76   122    53    99    40   111 0.80 -
GCA_040114635.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 11831at5820          -            156   0.00031   19.1   1.7   2   2   5.4e-06    0.0031   15.8   0.1    45    96   194   246   167   257 0.76 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 11831at5820          -            156    0.0013   17.0   0.9   1   2   0.00026      0.15   10.4   0.0    52    87    34    69     7   101 0.85 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 11831at5820          -            156    0.0013   17.0   0.9   2   2      0.01       5.9    5.1   0.2    53   109   122   178    88   191 0.78 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 11831at5820          -            156    0.0014   16.9   0.0   1   3       1.9   1.1e+03   -2.2   0.0    52    79   100   127    96   145 0.73 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 11831at5820          -            156    0.0014   16.9   0.0   2   3     0.039        22    3.3   0.4    53    88   199   233   163   243 0.75 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 11831at5820          -            156    0.0014   16.9   0.0   3   3   2.5e-06    0.0014   16.9   0.0    50   114   410   475   403   496 0.89 -
GCA_040114635.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 11831at5820          -            156     0.005   15.1   0.3   1   2   1.4e-05    0.0082   14.4   0.3    54   119    24    91    15   114 0.83 -
GCA_040114635.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 11831at5820          -            156     0.005   15.1   0.3   2   2       2.4   1.4e+03   -2.5   0.0    13    24   102   113    96   120 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11831at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:55:02 2026
# [ok]
