#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 8131at5820           -            332  1.9e-189  627.2  64.5   1   1  6.5e-191  4.5e-188  622.6  64.5     1   332     8   380     8   380 0.95 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 8131at5820           -            332   1.3e-16   59.1   1.4   1   2     0.002       1.4    6.4   0.0   197   225     6    34     2    42 0.89 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 8131at5820           -            332   1.3e-16   59.1   1.4   2   2   2.8e-16     2e-13   48.6   0.9    67   221    42   206    38   218 0.84 -
GCA_040114635.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 8131at5820           -            332   9.1e-08   30.0   2.7   1   2   4.9e-09   3.4e-06   24.8   0.1   103   223    13   144     3   149 0.74 -
GCA_040114635.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 8131at5820           -            332   9.1e-08   30.0   2.7   2   2    0.0067       4.7    4.7   0.2    46    96   151   200   145   240 0.77 -
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 8131at5820           -            332   1.3e-07   29.5   0.3   1   3   3.2e-05     0.023   12.3   0.0   181   224    18    61     7    67 0.91 -
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 8131at5820           -            332   1.3e-07   29.5   0.3   2   3     0.007       4.9    4.6   0.0   150   224    86   156    65   160 0.77 -
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 8131at5820           -            332   1.3e-07   29.5   0.3   3   3   0.00087      0.61    7.6   1.5    55   183   172   316   158   318 0.59 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 8131at5820           -            332   1.6e-06   25.9   4.1   1   1   5.4e-09   3.8e-06   24.7   4.0    11   219    39   255    29   274 0.73 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   1   7    0.0003      0.21    9.1   0.9   185   305    25   141    11   147 0.75 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   2   7         2   1.4e+03   -3.4   0.0   244   296   425   477   408   485 0.59 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   3   7      0.34   2.4e+02   -1.0   6.3   149   176   671   698   569   698 0.59 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   4   7   0.00078      0.55    7.7   0.1   150   182   672   704   651   711 0.85 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   5   7     0.019        14    3.1   0.1   103   177   747   823   734   830 0.73 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   6   7   1.9e-06    0.0013   16.4   0.0   193   228  1026  1061   960  1065 0.75 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 8131at5820           -            332   2.1e-06   25.5  26.5   7   7    0.0064       4.5    4.7   0.0    54    96  1067  1109  1061  1114 0.89 -
GCA_040114635.1|PVP01_0206600|PVP01_0206600.1|unknown -            332 8131at5820           -            332   2.9e-06   25.1   3.3   1   3     0.052        37    1.7   0.0   201   224    30    53    19    57 0.82 -
GCA_040114635.1|PVP01_0206600|PVP01_0206600.1|unknown -            332 8131at5820           -            332   2.9e-06   25.1   3.3   2   3   0.00017      0.12    9.9   0.2   152   225    94   177    92   184 0.76 -
GCA_040114635.1|PVP01_0206600|PVP01_0206600.1|unknown -            332 8131at5820           -            332   2.9e-06   25.1   3.3   3   3   8.5e-05      0.06   10.9   0.0    54   130   188   273   177   306 0.73 -
GCA_040114635.1|PVP01_0707300|PVP01_0707300.1|unknown -            515 8131at5820           -            332     0.038   11.5   1.3   1   1   0.00012      0.08   10.5   1.3    96   172    87   162    81   174 0.78 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 8131at5820           -            332       1.5    6.3  61.0   1   6     0.023        16    2.9   6.8   204   288    56   135    31   144 0.55 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 8131at5820           -            332       1.5    6.3  61.0   2   6   0.00092      0.64    7.5  11.1   183   271   233   323   224   362 0.68 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 8131at5820           -            332       1.5    6.3  61.0   3   6       0.9   6.3e+02   -2.3   3.5   247   276   345   373   323   395 0.47 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 8131at5820           -            332       1.5    6.3  61.0   4   6    0.0024       1.7    6.1  12.0   227   332   394   495   390   495 0.73 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 8131at5820           -            332       1.5    6.3  61.0   5   6    0.0056       3.9    4.9   0.2   190   224   516   550   494   555 0.71 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 8131at5820           -            332       1.5    6.3  61.0   6   6     0.021        14    3.1   0.9    54    96   557   599   548   603 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
