#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1113600|PVP01_1113600.1|unknown -            335 10505at5820          -            263   3.1e-76  254.7  29.3   1   1   9.5e-79   1.2e-75  252.7  29.3     1   170    51   236    51   238 0.90 -
GCA_040114635.1|PVP01_0506400|PVP01_0506400.1|unknown -            268 10505at5820          -            263   5.2e-05   21.2   1.6   1   3      0.16     2e+02   -0.4   0.2   126   153    39    64    31    75 0.70 -
GCA_040114635.1|PVP01_0506400|PVP01_0506400.1|unknown -            268 10505at5820          -            263   5.2e-05   21.2   1.6   2   3   4.1e-08   5.2e-05   21.2   1.6   104   159    92   147    78   151 0.90 -
GCA_040114635.1|PVP01_0506400|PVP01_0506400.1|unknown -            268 10505at5820          -            263   5.2e-05   21.2   1.6   3   3   0.00015      0.19    9.5   6.1   187   254   152   222   147   226 0.74 -
GCA_040114635.1|PVP01_1027100|PVP01_1027100.1|unknown -            627 10505at5820          -            263    0.0029   15.5   0.3   1   3     0.076        96    0.7   0.2   185   226   203   242   176   248 0.74 -
GCA_040114635.1|PVP01_1027100|PVP01_1027100.1|unknown -            627 10505at5820          -            263    0.0029   15.5   0.3   2   3   2.3e-06    0.0029   15.5   0.3   103   159   328   384   315   387 0.88 -
GCA_040114635.1|PVP01_1027100|PVP01_1027100.1|unknown -            627 10505at5820          -            263    0.0029   15.5   0.3   3   3     0.094   1.2e+02    0.4   3.4   187   246   389   452   385   469 0.57 -
GCA_040114635.1|PVP01_0914900|PVP01_0914900.1|unknown -            276 10505at5820          -            263    0.0041   15.0   4.7   1   2   3.3e-06    0.0041   15.0   4.7   102   157   100   155    89   164 0.88 -
GCA_040114635.1|PVP01_0914900|PVP01_0914900.1|unknown -            276 10505at5820          -            263    0.0041   15.0   4.7   2   2     0.062        78    0.9   5.7   188   255   163   234   158   240 0.65 -
GCA_040114635.1|PVP01_1018800|PVP01_1018800.1|unknown -            416 10505at5820          -            263      0.86    7.4  11.1   1   1    0.0015       1.9    6.3  11.1    93   254   248   406   234   411 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10505at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10505at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10505at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:56:30 2026
# [ok]
