#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 7874at5820           -            267  5.1e-169  559.1   5.1   1   1  4.1e-171  2.3e-168  557.0   5.1     1   267     1   296     1   296 0.96 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7874at5820           -            267   3.5e-07   28.5   1.4   1   3    0.0023       1.3    6.9   0.1   129   184    35    97    25   100 0.81 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7874at5820           -            267   3.5e-07   28.5   1.4   2   3   8.9e-06    0.0051   14.8   0.0   140   223    95   177    92   179 0.84 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7874at5820           -            267   3.5e-07   28.5   1.4   3   3    0.0023       1.3    6.9   0.0   128   187   170   229   149   252 0.79 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7874at5820           -            267   5.9e-07   27.8   3.8   1   4      0.45   2.6e+02   -0.6   0.0    59   110    12    65     7    91 0.82 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7874at5820           -            267   5.9e-07   27.8   3.8   2   4   0.00021      0.12   10.3   0.0   122   167   170   215   146   228 0.82 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7874at5820           -            267   5.9e-07   27.8   3.8   3   4   0.00059      0.34    8.9   0.1   132   173   387   428   364   451 0.87 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7874at5820           -            267   5.9e-07   27.8   3.8   4   4    0.0053         3    5.8   0.0   114   186   493   565   481   578 0.86 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 7874at5820           -            267   8.7e-05   20.6   1.7   1   3    0.0059       3.4    5.6   0.0   133   194   230   292   165   299 0.87 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 7874at5820           -            267   8.7e-05   20.6   1.7   2   3      0.61   3.5e+02   -1.0   0.0   154   204   297   341   286   361 0.73 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 7874at5820           -            267   8.7e-05   20.6   1.7   3   3   9.8e-05     0.056   11.4   0.2    96   183   403   495   360   498 0.68 -
