#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0721800|PVP01_0721800.1|unknown -            782 3000at5820           -            638  1.5e-261  867.9  13.3   1   1  1.4e-264  1.8e-261  867.6  13.3   225   638   363   782   361   782 0.99 -
GCA_040114635.1|PVP01_0308000|PVP01_0308000.1|unknown -            842 3000at5820           -            638   1.5e-84  283.1  11.6   1   2     0.091   1.1e+02   -0.6   0.1   100   135    50    85    37   101 0.77 -
GCA_040114635.1|PVP01_0308000|PVP01_0308000.1|unknown -            842 3000at5820           -            638   1.5e-84  283.1  11.6   2   2   1.2e-87   1.5e-84  283.1  11.6    57   552   241   743   220   752 0.89 -
GCA_040114635.1|PVP01_1435500|PVP01_1435500.1|unknown -           1104 3000at5820           -            638   2.6e-61  206.3  22.7   1   2   1.3e-10   1.6e-07   28.6   0.4    61   112   466   516   447   525 0.79 -
GCA_040114635.1|PVP01_1435500|PVP01_1435500.1|unknown -           1104 3000at5820           -            638   2.6e-61  206.3  22.7   2   2     1e-56   1.3e-53  180.9  16.4   117   615   554  1067   547  1081 0.80 -
GCA_040114635.1|PVP01_0515100|PVP01_0515100.1|unknown -            662 3000at5820           -            638   1.3e-25   88.4  11.5   1   2     1e-27   1.3e-24   85.1  10.1    62   552    47   572    21   588 0.75 -
GCA_040114635.1|PVP01_0515100|PVP01_0515100.1|unknown -            662 3000at5820           -            638   1.3e-25   88.4  11.5   2   2      0.18   2.3e+02   -1.7   0.0   489   517   595   622   582   660 0.55 -
GCA_040114635.1|PVP01_0514900|PVP01_0514900.1|unknown -            699 3000at5820           -            638   4.3e-22   76.7  10.8   1   3     3e-14   3.8e-11   40.6   1.4    63   276    60   257    56   282 0.85 -
GCA_040114635.1|PVP01_0514900|PVP01_0514900.1|unknown -            699 3000at5820           -            638   4.3e-22   76.7  10.8   2   3   1.6e-11   2.1e-08   31.5   0.2   327   575   356   618   352   628 0.79 -
GCA_040114635.1|PVP01_0514900|PVP01_0514900.1|unknown -            699 3000at5820           -            638   4.3e-22   76.7  10.8   3   3    0.0025       3.2    4.5   0.2   426   478   632   684   624   691 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3000at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3000at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3000at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:09:40 2026
# [ok]
