#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 6375at5820           -            375  1.6e-235  779.6  16.5   1   1  2.9e-238    2e-235  779.2  16.5     7   375    61   451    57   451 0.96 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 6375at5820           -            375   4.1e-19   67.4  18.6   1   5    0.0016       1.1    6.7   0.2   190   229    31    70     4    77 0.83 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 6375at5820           -            375   4.1e-19   67.4  18.6   2   5   1.9e-12   1.3e-09   36.0   3.9    41   159    35   157    20   167 0.74 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 6375at5820           -            375   4.1e-19   67.4  18.6   3   5   1.8e-08   1.3e-05   23.0   0.2   158   230   247   317   200   329 0.85 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 6375at5820           -            375   4.1e-19   67.4  18.6   4   5   9.5e-11   6.7e-08   30.5   0.6   118   224   257   363   255   368 0.86 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 6375at5820           -            375   4.1e-19   67.4  18.6   5   5    0.0017       1.2    6.6   0.6   246   302   366   428   363   450 0.66 -
GCA_040114635.1|PVP01_0718300|PVP01_0718300.1|unknown -           2576 6375at5820           -            375   5.7e-12   43.8   9.3   1   2   7.2e-09     5e-06   24.3   0.8   125   228    66   163    55   170 0.81 -
GCA_040114635.1|PVP01_0718300|PVP01_0718300.1|unknown -           2576 6375at5820           -            375   5.7e-12   43.8   9.3   2   2   6.9e-08   4.9e-05   21.0   2.1   126   232   207   315   195   416 0.69 -
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     1e-10   39.7   3.1   1   2      0.64   4.5e+02   -1.9   0.0   271   284    41    54    38    62 0.82 -
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     1e-10   39.7   3.1   2   2   1.7e-13   1.2e-10   39.5   1.4   192   282    70   152    55   168 0.66 -
GCA_040114635.1|PVP01_0111900|PVP01_0111900.1|unknown -            686 6375at5820           -            375   1.2e-07   29.6   0.0   1   1   2.6e-10   1.8e-07   29.0   0.0   131   227    30   131    23   135 0.81 -
GCA_040114635.1|PVP01_1025500|PVP01_1025500.1|unknown -           2240 6375at5820           -            375   1.8e-06   25.7   2.3   1   2   1.8e-05     0.012   13.1   0.5   145   220   810   903   804   913 0.69 -
GCA_040114635.1|PVP01_1025500|PVP01_1025500.1|unknown -           2240 6375at5820           -            375   1.8e-06   25.7   2.3   2   2   0.00014     0.099   10.1   0.1    50   136   931  1027   905  1044 0.64 -
GCA_040114635.1|PVP01_0302300|PVP01_0302300.1|unknown -            585 6375at5820           -            375   1.7e-05   22.6   0.1   1   1   3.4e-08   2.4e-05   22.1   0.1   184   227    54    98    17   110 0.85 -
GCA_040114635.1|PVP01_0528000|PVP01_0528000.1|unknown -           1727 6375at5820           -            375    0.0003   18.4   0.1   1   2   2.4e-06    0.0017   16.0   0.0   199   230   532   563   524   579 0.87 -
GCA_040114635.1|PVP01_0528000|PVP01_0528000.1|unknown -           1727 6375at5820           -            375    0.0003   18.4   0.1   2   2      0.24   1.7e+02   -0.5   0.0   138   156  1703  1721  1686  1725 0.79 -
GCA_040114635.1|PVP01_0944200|PVP01_0944200.1|unknown -            995 6375at5820           -            375     0.017   12.7   0.0   1   1   5.3e-05     0.037   11.5   0.0   192   231   239   278   201   288 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6375at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6375at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6375at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:18:07 2026
# [ok]
