#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 11785at5820          -            171  1.7e-108  358.5  10.6   1   1  3.4e-111    2e-108  358.3  10.6     1   171    12   185    12   185 0.99 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   9.8e-27   92.4  35.8   1   4   5.4e-13   3.1e-10   38.7   8.7    39   132    16   108     6   109 0.92 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   9.8e-27   92.4  35.8   2   4   3.7e-11   2.1e-08   32.7   6.4    45   142   110   204   109   213 0.92 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   9.8e-27   92.4  35.8   3   4   0.00012     0.067   11.6   0.3    85   120   194   230   186   230 0.88 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   9.8e-27   92.4  35.8   4   4   5.8e-10   3.3e-07   28.8   6.3    84   167   216   298   203   302 0.87 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   1   8   0.00028      0.16   10.3   2.0    82   132    48    98    12   109 0.76 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   2   8   1.5e-06   0.00088   17.7   1.0    36   168    91   225    89   228 0.79 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   3   8       7.1   4.1e+03   -4.0   0.1   107   133   378   406   362   412 0.69 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   4   8    0.0016      0.94    7.8   0.1    50   144   782   882   765   896 0.77 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   5   8   7.5e-05     0.043   12.2   5.2    62   144   992  1070   964  1091 0.79 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   6   8      0.29   1.7e+02    0.5   0.2    50   118  1071  1141  1063  1154 0.79 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   7   8     0.016       9.1    4.6   0.4    52   118  1142  1207  1110  1214 0.77 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11785at5820          -            171   3.1e-15   54.9  45.4   8   8   1.4e-09   7.9e-07   27.6   3.2    32   141  1245  1352  1225  1362 0.90 -
GCA_040114635.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 11785at5820          -            171   5.5e-12   44.4   8.2   1   1   1.4e-14   8.1e-12   43.8   7.5    40   170    95   228    75   229 0.86 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11785at5820          -            171   8.4e-12   43.8   7.6   1   3   6.1e-08   3.5e-05   22.2   0.3    83   125    56    98    36   104 0.88 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11785at5820          -            171   8.4e-12   43.8   7.6   2   3   8.1e-09   4.6e-06   25.1   0.5    85   142   101   158    96   171 0.90 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11785at5820          -            171   8.4e-12   43.8   7.6   3   3       1.4   7.9e+02   -1.7   0.1    84   133   270   278   246   314 0.53 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 11785at5820          -            171     4e-10   38.3  29.4   1   3   8.4e-08   4.8e-05   21.8  15.0     9   132     8   128     3   129 0.84 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 11785at5820          -            171     4e-10   38.3  29.4   2   3   2.3e-06    0.0013   17.1   0.5    84   120   124   160   121   166 0.92 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 11785at5820          -            171     4e-10   38.3  29.4   3   3   0.00016     0.091   11.1   1.6    39   110   169   240   162   270 0.84 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 11785at5820          -            171   1.3e-09   36.7  13.1   1   1   6.9e-12     4e-09   35.1  13.1    32   164    91   219    72   226 0.86 -
GCA_040114635.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 11785at5820          -            171   9.6e-08   30.6  21.3   1   2   1.2e-05     0.007   14.7   9.1    20   119   108   207    94   210 0.82 -
GCA_040114635.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 11785at5820          -            171   9.6e-08   30.6  21.3   2   2   1.8e-07    0.0001   20.7   5.1    36   123   211   304   203   326 0.77 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 11785at5820          -            171   1.6e-07   29.8  10.4   1   2   7.2e-09   4.1e-06   25.2   4.9    59   129    19    89    14    92 0.91 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 11785at5820          -            171   1.6e-07   29.8  10.4   2   2   3.3e-05     0.019   13.3   1.3    90   168    72   150    70   153 0.77 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 11785at5820          -            171   0.00026   19.4   0.9   1   1     1e-06   0.00059   18.2   0.9    56   166    53   163    27   167 0.77 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 11785at5820          -            171   0.00028   19.3   7.6   1   1   8.2e-06    0.0047   15.3   5.4    78   144    36   101    18   120 0.68 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11785at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11785at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11785at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:54:51 2026
# [ok]
