#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 3836at5820           -            588         0 1318.1  16.7   1   1         0         0 1317.8  16.7     1   588     1   612     1   612 0.98 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 3836at5820           -            588   1.4e-11   42.1  11.6   1   3     0.011       8.5    3.1   0.1   115   133   210   228   189   241 0.84 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 3836at5820           -            588   1.4e-11   42.1  11.6   2   3   6.5e-06    0.0051   13.8   0.2   452   529   358   431   343   447 0.70 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 3836at5820           -            588   1.4e-11   42.1  11.6   3   3   1.8e-10   1.4e-07   28.8   3.4   373   527   606   762   590   771 0.65 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   6.1e-10   36.6  11.5   1   5      0.34   2.7e+02   -1.8   1.4    64   141   200   278   194   292 0.75 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   6.1e-10   36.6  11.5   2   5      0.02        16    2.3   0.0   366   396   408   438   327   463 0.77 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   6.1e-10   36.6  11.5   3   5   8.6e-08   6.8e-05   20.0   0.2   454   524   576   646   559   663 0.68 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   6.1e-10   36.6  11.5   4   5      0.53   4.2e+02   -2.4   0.0   372   391  1195  1214  1184  1239 0.76 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   6.1e-10   36.6  11.5   5   5   2.3e-07   0.00018   18.6   0.0   457   533  1356  1431  1344  1448 0.91 -
GCA_040114635.1|PVP01_1214900|PVP01_1214900.1|unknown -            823 3836at5820           -            588   7.6e-05   19.8   0.5   1   2     0.092        72    0.1   0.0   367   391   518   542   490   582 0.81 -
GCA_040114635.1|PVP01_1214900|PVP01_1214900.1|unknown -            823 3836at5820           -            588   7.6e-05   19.8   0.5   2   2   5.6e-07   0.00044   17.3   0.2   213   295   720   800   706   816 0.71 -
GCA_040114635.1|PVP01_0820500|PVP01_0820500.1|unknown -           2632 3836at5820           -            588   0.00029   17.9   0.0   1   1   5.3e-07   0.00041   17.4   0.0   368   397   837   866   815   873 0.85 -
GCA_040114635.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 3836at5820           -            588   0.00065   16.7   0.7   1   2    0.0036       2.8    4.7   0.0   370   391   131   152   118   170 0.86 -
GCA_040114635.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 3836at5820           -            588   0.00065   16.7   0.7   2   2   6.7e-05     0.053   10.4   0.1   195   281   228   315   219   337 0.79 -
GCA_040114635.1|PVP01_1322800|PVP01_1322800.1|unknown -            695 3836at5820           -            588    0.0022   15.0   0.5   1   1   1.4e-05     0.011   12.7   0.5   119   510    70   227    25   237 0.46 -
GCA_040114635.1|PVP01_1417100|PVP01_1417100.1|unknown -            207 3836at5820           -            588    0.0051   13.8   0.8   1   1   8.2e-06    0.0065   13.5   0.8   298   383    22   109    15   133 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3836at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3836at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3836at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:09:07 2026
# [ok]
