#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 6772at5820           -            379  8.6e-229  757.6   3.6   1   1  2.2e-231  9.8e-229  757.4   3.6     1   379     1   435     1   435 0.98 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   9.5e-12   43.2   5.7   1   6    0.0014      0.63    7.6   0.0   133   195    95   157    86   166 0.75 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   9.5e-12   43.2   5.7   2   6    0.0015      0.68    7.5   0.0   115   190   127   194   112   216 0.67 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   9.5e-12   43.2   5.7   3   6      0.27   1.2e+02    0.1   0.1   149   197   359   408   349   437 0.67 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   9.5e-12   43.2   5.7   4   6   6.6e-05      0.03   12.0   0.1   124   188   465   523   412   528 0.74 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   9.5e-12   43.2   5.7   5   6   9.4e-05     0.042   11.5   0.0   153   205   530   583   525   589 0.80 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   9.5e-12   43.2   5.7   6   6   0.00064      0.29    8.7   0.1   153   188   624   659   609   660 0.89 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   4.5e-11   41.0  12.3   1   5   0.00059      0.26    8.9   0.2   146   191    66   111    32   117 0.77 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   4.5e-11   41.0  12.3   2   5   2.5e-05     0.011   13.4   1.0   153   197   115   158   111   159 0.88 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   4.5e-11   41.0  12.3   3   5   0.00091      0.41    8.2   0.1   212   257   150   192   149   196 0.85 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   4.5e-11   41.0  12.3   4   5   0.00025      0.11   10.1   0.0   153   192   196   236   190   240 0.91 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   4.5e-11   41.0  12.3   5   5   0.00044       0.2    9.3   0.1   142   184   275   319   252   323 0.75 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   1.1e-09   36.4   7.2   1   5   1.7e-05    0.0075   13.9   0.4   123   189    35   100    21   106 0.83 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   1.1e-09   36.4   7.2   2   5   0.00011      0.05   11.2   0.1   151   193   104   146   100   158 0.86 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   1.1e-09   36.4   7.2   3   5   2.4e-05     0.011   13.4   0.1   113   195   159   235   143   246 0.79 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   1.1e-09   36.4   7.2   4   5       1.7   7.7e+02   -2.5   0.0   123   141   253   271   246   279 0.71 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   1.1e-09   36.4   7.2   5   5       1.4   6.5e+02   -2.3   0.0   268   295   290   317   258   320 0.67 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 6772at5820           -            379   5.9e-05   20.9   1.7   1   2   1.3e-07   5.9e-05   20.9   1.7   146   221     3    79     1   104 0.85 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 6772at5820           -            379   5.9e-05   20.9   1.7   2   2     0.023        11    3.6   2.5   123   190   159   260   123   303 0.62 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 6772at5820           -            379   0.00015   19.6   4.5   1   2   2.3e-05      0.01   13.5   0.3   121   190   170   236   151   241 0.85 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 6772at5820           -            379   0.00015   19.6   4.5   2   2   5.2e-05     0.023   12.3   0.7   116   193   212   342   211   347 0.88 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 6772at5820           -            379   0.00016   19.4   2.9   1   2   2.2e-05    0.0098   13.6   0.6   121   196   266   421   248   431 0.85 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 6772at5820           -            379   0.00016   19.4   2.9   2   2     0.038        17    2.9   0.1   295   332   458   495   430   498 0.69 -
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 6772at5820           -            379   0.00042   18.1   3.1   1   1   1.3e-06    0.0006   17.6   3.1   231   333    31   135     3   146 0.77 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 6772at5820           -            379   0.00044   18.0   2.3   1   2   0.00087      0.39    8.3   0.0   287   332    88   134    56   143 0.67 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 6772at5820           -            379   0.00044   18.0   2.3   2   2     0.007       3.2    5.3   0.1   156   226   338   402   323   404 0.81 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 6772at5820           -            379    0.0017   16.1   1.7   1   2   5.3e-05     0.024   12.3   0.4   155   204   278   328   271   336 0.83 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 6772at5820           -            379    0.0017   16.1   1.7   2   2     0.014       6.2    4.4   0.1   157   190   323   357   318   373 0.55 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 6772at5820           -            379     0.002   15.8   0.5   1   2       0.2        89    0.5   0.1   173   192   286   305   260   313 0.77 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 6772at5820           -            379     0.002   15.8   0.5   2   2   3.9e-05     0.018   12.7   0.1   118   191   335   403   310   448 0.66 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 6772at5820           -            379    0.0026   15.5   4.4   1   2   1.2e-05    0.0055   14.4   0.5   158   190    10    42     3    70 0.91 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 6772at5820           -            379    0.0026   15.5   4.4   2   2     0.071        32    2.0   0.1   126   187   198   261   187   283 0.75 -
GCA_040114635.1|PVP01_1468300|PVP01_1468300.1|unknown -            565 6772at5820           -            379      0.01   13.5   1.4   1   2   4.2e-05     0.019   12.6   0.4   122   191    87   157    71   177 0.85 -
GCA_040114635.1|PVP01_1468300|PVP01_1468300.1|unknown -            565 6772at5820           -            379      0.01   13.5   1.4   2   2      0.62   2.8e+02   -1.1   0.0    97   140   200   248   173   262 0.67 -
GCA_040114635.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 6772at5820           -            379     0.019   12.6   1.0   1   2   9.5e-05     0.043   11.5   0.2   156   202   188   234   175   263 0.77 -
GCA_040114635.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 6772at5820           -            379     0.019   12.6   1.0   2   2      0.39   1.8e+02   -0.4   0.1   130   171   301   342   232   360 0.52 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6772at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6772at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6772at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:36 2026
# [ok]
