#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1322900|PVP01_1322900.1|unknown -            148 13254at5820          -            127   2.7e-61  203.7  13.2   1   1   2.5e-63   2.3e-60  200.7  13.2     1   127     6   148     6   148 0.93 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   1   9     0.058        52    2.3   0.7    16    47    10    40     4    45 0.72 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   2   9   1.1e-07   9.6e-05   20.9   6.0     5    45    45    93    40    95 0.85 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   3   9   2.2e-05      0.02   13.4   0.4    12    35    98   121    95   122 0.91 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   4   9     1e-08   9.2e-06   24.2   4.9     8    44   117   153   116   168 0.80 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   5   9   1.8e-05     0.017   13.6   4.1     6    37   166   197   160   210 0.83 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   6   9    0.0043       3.8    6.0   0.9     7    32   190   215   185   217 0.83 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   7   9   5.3e-06    0.0048   15.4   4.1     5    50   211   255   206   258 0.78 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   8   9   0.00032      0.28    9.6   0.2     5    32   257   284   254   287 0.88 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.3e-21   74.1  64.9   9   9   8.4e-05     0.076   11.5   1.6    10    50   285   325   283   330 0.87 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.7e-10   37.3  33.1   1   6   0.00067       0.6    8.6   0.2    12    35    42    65    34    77 0.82 -
