#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1262800|PVP01_1262800.1|unknown -            207 11342at5820          -            189    6e-127  419.4  19.1   1   1  7.5e-130  6.8e-127  419.2  19.1     1   189     5   195     5   195 0.99 -
GCA_040114635.1|PVP01_0612800|PVP01_0612800.1|unknown -            179 11342at5820          -            189   3.5e-14   51.6   6.1   1   2   7.5e-08   6.7e-05   21.4   1.2    34   100    31    97    16   106 0.90 -
GCA_040114635.1|PVP01_0612800|PVP01_0612800.1|unknown -            179 11342at5820          -            189   3.5e-14   51.6   6.1   2   2     1e-11   9.3e-09   34.0   0.8    28    99    97   169    94   176 0.90 -
GCA_040114635.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 11342at5820          -            189   1.3e-11   43.2   0.1   1   2   3.6e-07   0.00032   19.1   0.0    38   110     8    80     2    84 0.90 -
GCA_040114635.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 11342at5820          -            189   1.3e-11   43.2   0.1   2   2   8.1e-09   7.3e-06   24.5   0.3    33   100    75   143    70   148 0.86 -
GCA_040114635.1|PVP01_0207800|PVP01_0207800.1|unknown -            168 11342at5820          -            189   3.2e-10   38.7   3.7   1   2   2.9e-05     0.026   12.9   0.1    32    98    18    84     7    86 0.88 -
GCA_040114635.1|PVP01_0207800|PVP01_0207800.1|unknown -            168 11342at5820          -            189   3.2e-10   38.7   3.7   2   2   6.4e-10   5.7e-07   28.1   0.7    27    98    85   157    76   165 0.87 -
GCA_040114635.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 11342at5820          -            189   1.4e-08   33.4   9.5   1   2   5.7e-06    0.0051   15.2   3.5    31   103     7    79     3    88 0.90 -
GCA_040114635.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 11342at5820          -            189   1.4e-08   33.4   9.5   2   2   2.7e-08   2.5e-05   22.8   0.7    30   106    78   155    76   167 0.81 -
GCA_040114635.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 11342at5820          -            189   3.4e-08   32.1   0.3   1   2   0.00052      0.46    8.9   0.0    39    99    25    85    18    90 0.91 -
GCA_040114635.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 11342at5820          -            189   3.4e-08   32.1   0.3   2   2   5.5e-08   4.9e-05   21.8   0.1    33   102    91   161    86   166 0.86 -
GCA_040114635.1|PVP01_1122300|PVP01_1122300.1|unknown -            140 11342at5820          -            189   0.00028   19.3   0.2   1   2      0.37   3.3e+02   -0.5   0.0    53    83    19    49     9    55 0.75 -
GCA_040114635.1|PVP01_1122300|PVP01_1122300.1|unknown -            140 11342at5820          -            189   0.00028   19.3   0.2   2   2   5.7e-07   0.00051   18.5   0.2    16    99    52   133    30   139 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11342at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11342at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11342at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:02 2026
# [ok]
