#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0916100|PVP01_0916100.1|unknown -            495 7466at5820           -            378   1.1e-64  217.4  21.3   1   1   1.1e-65   5.9e-63  211.8  19.2    81   376   163   490   146   492 0.83 -
GCA_040114635.1|PVP01_0916200|PVP01_0916200.1|unknown -            487 7466at5820           -            378   9.6e-62  207.8  19.8   1   1     1e-63   5.5e-61  205.3  19.8    76   374   152   482   121   486 0.82 -
GCA_040114635.1|PVP01_0916000|PVP01_0916000.1|unknown -            484 7466at5820           -            378   4.4e-61  205.6  22.0   1   1   4.3e-63   2.3e-60  203.3  22.0    83   362   158   468   133   482 0.85 -
GCA_040114635.1|PVP01_1464900|PVP01_1464900.1|unknown -            611 7466at5820           -            378   5.5e-16   57.2   9.0   1   1   2.4e-16   1.3e-13   49.4   9.0   181   359   312   543   302   552 0.68 -
GCA_040114635.1|PVP01_0917300|PVP01_0917300.1|unknown -            690 7466at5820           -            378   4.5e-13   47.6   9.7   1   3         2   1.1e+03   -3.0   0.0   294   324    88   118    72   124 0.74 -
GCA_040114635.1|PVP01_0917300|PVP01_0917300.1|unknown -            690 7466at5820           -            378   4.5e-13   47.6   9.7   2   3   4.5e-05     0.023   12.3   0.2   180   254   381   469   342   474 0.67 -
GCA_040114635.1|PVP01_0917300|PVP01_0917300.1|unknown -            690 7466at5820           -            378   4.5e-13   47.6   9.7   3   3   3.3e-13   1.7e-10   39.1   2.4   302   359   602   658   594   670 0.85 -
GCA_040114635.1|PVP01_0304100|PVP01_0304100.1|unknown -            761 7466at5820           -            378   9.9e-12   43.2   6.9   1   2   1.8e-10   9.6e-08   30.1   0.6   169   243   367   450   340   465 0.74 -
GCA_040114635.1|PVP01_0304100|PVP01_0304100.1|unknown -            761 7466at5820           -            378   9.9e-12   43.2   6.9   2   2   3.2e-06    0.0017   16.1   1.0   330   361   712   743   699   749 0.86 -
GCA_040114635.1|PVP01_0418000|PVP01_0418000.1|unknown -            706 7466at5820           -            378   1.1e-11   43.0  10.7   1   3     0.042        22    2.5   1.1    11    72   119   183   108   197 0.64 -
GCA_040114635.1|PVP01_0418000|PVP01_0418000.1|unknown -            706 7466at5820           -            378   1.1e-11   43.0  10.7   2   3   0.00014     0.073   10.7   0.2   183   202   263   282   232   308 0.80 -
GCA_040114635.1|PVP01_0418000|PVP01_0418000.1|unknown -            706 7466at5820           -            378   1.1e-11   43.0  10.7   3   3   6.7e-12   3.5e-09   34.8   0.3   276   356   401   489   380   503 0.74 -
GCA_040114635.1|PVP01_0417300|PVP01_0417300.1|unknown -           1119 7466at5820           -            378   2.8e-10   38.4   7.8   1   2   0.00034      0.18    9.4   0.7   180   252   577   659   563   665 0.72 -
GCA_040114635.1|PVP01_0417300|PVP01_0417300.1|unknown -           1119 7466at5820           -            378   2.8e-10   38.4   7.8   2   2   3.7e-11   1.9e-08   32.4   1.2   309   357   745   794   715   806 0.83 -
GCA_040114635.1|PVP01_0416900|PVP01_0416900.1|unknown -           1249 7466at5820           -            378   1.6e-09   36.0   5.1   1   2    0.0013      0.67    7.5   0.7   180   255   687   772   673   779 0.73 -
GCA_040114635.1|PVP01_0416900|PVP01_0416900.1|unknown -           1249 7466at5820           -            378   1.6e-09   36.0   5.1   2   2   1.9e-10     1e-07   30.0   0.3   288   356   832   903   818   908 0.83 -
GCA_040114635.1|PVP01_0417700|PVP01_0417700.1|unknown -           1109 7466at5820           -            378   8.2e-08   30.3   3.4   1   2    0.0075       3.9    5.0   0.3   180   239   553   618   538   639 0.68 -
GCA_040114635.1|PVP01_0417700|PVP01_0417700.1|unknown -           1109 7466at5820           -            378   8.2e-08   30.3   3.4   2   2   4.5e-09   2.3e-06   25.5   0.2   312   359   725   772   680   781 0.79 -
GCA_040114635.1|PVP01_0417800|PVP01_0417800.1|unknown -           1014 7466at5820           -            378   1.9e-07   29.1  15.7   1   3       1.8   9.3e+02   -2.8   0.8   115   154   386   424   350   431 0.66 -
GCA_040114635.1|PVP01_0417800|PVP01_0417800.1|unknown -           1014 7466at5820           -            378   1.9e-07   29.1  15.7   2   3   9.6e-05     0.051   11.2   0.4   180   239   572   637   543   655 0.68 -
GCA_040114635.1|PVP01_0417800|PVP01_0417800.1|unknown -           1014 7466at5820           -            378   1.9e-07   29.1  15.7   3   3   1.2e-09   6.2e-07   27.4   2.3   286   356   715   788   703   800 0.82 -
GCA_040114635.1|PVP01_0417200|PVP01_0417200.1|unknown -           1051 7466at5820           -            378   1.5e-06   26.2   0.4   1   3         4   2.1e+03   -4.0   1.0    22    65   221   265   177   308 0.57 -
GCA_040114635.1|PVP01_0417200|PVP01_0417200.1|unknown -           1051 7466at5820           -            378   1.5e-06   26.2   0.4   2   3   0.00088      0.46    8.1   0.7   180   255   536   621   522   632 0.76 -
GCA_040114635.1|PVP01_0417200|PVP01_0417200.1|unknown -           1051 7466at5820           -            378   1.5e-06   26.2   0.4   3   3   2.8e-09   1.5e-06   26.2   0.4   316   356   712   752   687   766 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7466at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7466at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7466at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:18:44 2026
# [ok]
