#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1464500|PVP01_1464500.1|unknown -            302 9829at5820           -            272  2.3e-163  540.5  15.9   1   1  3.4e-166  3.5e-163  539.9  15.9     1   272     9   298     9   298 0.97 -
GCA_040114635.1|PVP01_1220500|PVP01_1220500.1|unknown -            522 9829at5820           -            272   3.7e-17   61.1  18.3   1   3   3.5e-20   3.7e-17   61.1  18.3   117   271    20   188    14   190 0.80 -
GCA_040114635.1|PVP01_1220500|PVP01_1220500.1|unknown -            522 9829at5820           -            272   3.7e-17   61.1  18.3   2   3       4.6   4.9e+03   -4.9   4.7   132   155   307   333   262   380 0.68 -
GCA_040114635.1|PVP01_1220500|PVP01_1220500.1|unknown -            522 9829at5820           -            272   3.7e-17   61.1  18.3   3   3      0.81   8.5e+02   -2.4   1.2   141   192   353   406   328   427 0.60 -
GCA_040114635.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   6.6e-07   27.4  48.7   1   4   3.3e-08   3.4e-05   21.8   0.4   133   253     6   121     2   125 0.87 -
GCA_040114635.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   6.6e-07   27.4  48.7   2   4       1.6   1.7e+03   -3.4   7.9   154   209   120   174   102   231 0.71 -
GCA_040114635.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   6.6e-07   27.4  48.7   3   4     0.012        13    3.5  14.6   130   249   235   354   220   362 0.64 -
GCA_040114635.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   6.6e-07   27.4  48.7   4   4   1.4e-06    0.0014   16.5  10.7   124   256   366   491   347   502 0.77 -
GCA_040114635.1|PVP01_0107900|PVP01_0107900.1|unknown -           1099 9829at5820           -            272   1.6e-06   26.2   5.5   1   2         3   3.1e+03   -4.3   1.6   116   159    23    71    17    88 0.66 -
GCA_040114635.1|PVP01_0107900|PVP01_0107900.1|unknown -           1099 9829at5820           -            272   1.6e-06   26.2   5.5   2   2   1.5e-09   1.6e-06   26.2   5.5   130   248   839   953   822   977 0.87 -
GCA_040114635.1|PVP01_0411400|PVP01_0411400.1|unknown -            477 9829at5820           -            272   2.1e-05   22.5   3.6   1   2   1.7e-07   0.00018   19.5   0.3   137   218    14    91     2   137 0.79 -
GCA_040114635.1|PVP01_0411400|PVP01_0411400.1|unknown -            477 9829at5820           -            272   2.1e-05   22.5   3.6   2   2    0.0093       9.8    3.9   0.3   136   200   302   367   285   376 0.88 -
GCA_040114635.1|PVP01_1229000|PVP01_1229000.1|unknown -            141 9829at5820           -            272     0.013   13.4   1.2   1   1   1.4e-05     0.015   13.1   1.2   147   248     8   106     2   116 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9829at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9829at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9829at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:24:33 2026
# [ok]
