#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1032600|PVP01_1032600.1|unknown -            487 8505at5820           -            437  8.6e-182  603.1  70.0   1   1  1.6e-183    1e-180  599.6  70.0     1   437     1   487     1   487 0.89 -
GCA_040114635.1|PVP01_0728800|PVP01_0728800.1|unknown -           1856 8505at5820           -            437   2.3e-14   51.4  12.1   1   4         4   2.5e+03   -4.7   2.5    76   143   321   388   298   402 0.41 -
GCA_040114635.1|PVP01_0728800|PVP01_0728800.1|unknown -           1856 8505at5820           -            437   2.3e-14   51.4  12.1   2   4       2.7   1.7e+03   -4.2   8.6    43   173  1161  1300  1150  1342 0.63 -
GCA_040114635.1|PVP01_0728800|PVP01_0728800.1|unknown -           1856 8505at5820           -            437   2.3e-14   51.4  12.1   3   4        10   6.3e+03  -11.1  11.0    30   173  1473  1628  1441  1664 0.53 -
GCA_040114635.1|PVP01_0728800|PVP01_0728800.1|unknown -           1856 8505at5820           -            437   2.3e-14   51.4  12.1   4   4   3.7e-17   2.3e-14   51.4  12.1   330   433  1752  1853  1740  1855 0.89 -
GCA_040114635.1|PVP01_0728900|PVP01_0728900.1|unknown -           1751 8505at5820           -            437   5.1e-14   50.3   6.1   1   6     0.049        31    1.6   0.9     8    49     8    68     1   207 0.75 -
GCA_040114635.1|PVP01_0728900|PVP01_0728900.1|unknown -           1751 8505at5820           -            437   5.1e-14   50.3   6.1   2   6        10   6.3e+03  -24.1  30.8   171   295   539   664   338   678 0.55 -
GCA_040114635.1|PVP01_0728900|PVP01_0728900.1|unknown -           1751 8505at5820           -            437   5.1e-14   50.3   6.1   3   6     0.013         8    3.5   1.2    68   142   763   904   723   922 0.61 -
GCA_040114635.1|PVP01_0728900|PVP01_0728900.1|unknown -           1751 8505at5820           -            437   5.1e-14   50.3   6.1   4   6       3.7   2.3e+03   -4.6  21.2    86   231  1067  1222   983  1241 0.67 -
GCA_040114635.1|PVP01_0728900|PVP01_0728900.1|unknown -           1751 8505at5820           -            437   5.1e-14   50.3   6.1   5   6        10   6.3e+03  -12.1  24.1    52   204  1486  1632  1444  1640 0.60 -
GCA_040114635.1|PVP01_0728900|PVP01_0728900.1|unknown -           1751 8505at5820           -            437   5.1e-14   50.3   6.1   6   6     8e-17   5.1e-14   50.3   6.1   328   434  1642  1749  1633  1751 0.89 -
GCA_040114635.1|PVP01_1218000|PVP01_1218000.1|unknown -            139 8505at5820           -            437   5.1e-05   20.6  19.8   1   1   8.4e-08   5.3e-05   20.6  19.8     5   100     5   135     1   139 0.79 -
GCA_040114635.1|PVP01_1345600|PVP01_1345600.1|unknown -            358 8505at5820           -            437   8.7e-05   19.8  13.2   1   1   2.8e-07   0.00018   18.8  13.2   342   435   257   358   240   358 0.77 -
GCA_040114635.1|PVP01_1268000|PVP01_1268000.1|unknown -            332 8505at5820           -            437    0.0062   13.7  11.4   1   1   1.4e-05    0.0087   13.2  11.4     8   115    14   122     8   155 0.56 -
GCA_040114635.1|PVP01_1411700|PVP01_1411700.1|unknown -            158 8505at5820           -            437      0.39    7.8  16.1   1   1   0.00059      0.37    7.9  16.1    37    94   101   152    38   158 0.51 -
GCA_040114635.1|PVP01_1212400|PVP01_1212400.1|unknown -            378 8505at5820           -            437       1.2    6.2  23.4   1   2   0.00038      0.24    8.5  14.4    35    91    87   144    51   182 0.49 -
GCA_040114635.1|PVP01_1212400|PVP01_1212400.1|unknown -            378 8505at5820           -            437       1.2    6.2  23.4   2   2     0.019        12    2.9   1.6    61    85   198   226   183   264 0.64 -
GCA_040114635.1|PVP01_1104100|PVP01_1104100.1|unknown -            250 8505at5820           -            437       4.1    4.4  22.4   1   2         1   6.6e+02   -2.8  17.8    50   151    95   199     9   202 0.59 -
GCA_040114635.1|PVP01_1104100|PVP01_1104100.1|unknown -            250 8505at5820           -            437       4.1    4.4  22.4   2   2   0.00011      0.07   10.3   3.0   265   309   193   237   176   247 0.84 -
GCA_040114635.1|PVP01_1344600|PVP01_1344600.1|unknown -            132 8505at5820           -            437       6.1    3.9  19.7   1   1     0.011       6.9    3.7  19.7    17   101    11    92     3   114 0.58 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8505at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8505at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8505at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:19:15 2026
# [ok]
