#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0720500|PVP01_0720500.1|unknown -            845 3825at5820           -            620   1.3e-95  319.6  12.2   1   1   2.6e-98   1.8e-95  319.1  12.2     1   182     1   196     1   208 0.93 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 3825at5820           -            620   2.7e-06   24.6   0.5   1   3      0.88   6.1e+02   -3.0   1.8     6    24    15    33    12    44 0.85 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 3825at5820           -            620   2.7e-06   24.6   0.5   2   3       4.3     3e+03   -5.3   4.3   196   236    76   116    30   158 0.52 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 3825at5820           -            620   2.7e-06   24.6   0.5   3   3   3.8e-09   2.7e-06   24.6   0.5   429   507   282   359   267   366 0.89 -
GCA_040114635.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 3825at5820           -            620   5.6e-06   23.5   2.3   1   1   1.2e-08   8.5e-06   22.9   1.7   429   512   290   373   277   418 0.74 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 3825at5820           -            620   1.1e-05   22.6   7.5   1   3   3.7e-06    0.0026   14.7   0.9   392   554    33   196    28   207 0.79 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 3825at5820           -            620   1.1e-05   22.6   7.5   2   3     0.094        66    0.2   0.1   472   512   239   276   230   292 0.72 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 3825at5820           -            620   1.1e-05   22.6   7.5   3   3   0.00013     0.088    9.6   0.1   340   368   292   320   289   322 0.94 -
GCA_040114635.1|PVP01_1316200|PVP01_1316200.1|unknown -            509 3825at5820           -            620   3.1e-05   21.1   4.6   1   3      0.25   1.7e+02   -1.2   2.6   321   372   122   173   105   226 0.70 -
GCA_040114635.1|PVP01_1316200|PVP01_1316200.1|unknown -            509 3825at5820           -            620   3.1e-05   21.1   4.6   2   3   4.4e-08   3.1e-05   21.1   4.6   408   506   328   436   326   441 0.74 -
GCA_040114635.1|PVP01_1316200|PVP01_1316200.1|unknown -            509 3825at5820           -            620   3.1e-05   21.1   4.6   3   3      0.67   4.7e+02   -2.7   0.1   473   508   460   495   453   496 0.71 -
GCA_040114635.1|PVP01_0618600|PVP01_0618600.1|unknown -            706 3825at5820           -            620   0.00015   18.8   0.3   1   3   2.1e-07   0.00015   18.8   0.3   470   513   183   226   145   262 0.80 -
GCA_040114635.1|PVP01_0618600|PVP01_0618600.1|unknown -            706 3825at5820           -            620   0.00015   18.8   0.3   2   3     0.027        19    2.0   0.6   434   507   249   329   236   342 0.66 -
GCA_040114635.1|PVP01_0618600|PVP01_0618600.1|unknown -            706 3825at5820           -            620   0.00015   18.8   0.3   3   3      0.69   4.9e+02   -2.7   0.1   367   388   539   560   533   590 0.87 -
GCA_040114635.1|PVP01_1444900|PVP01_1444900.1|unknown -            638 3825at5820           -            620   0.00016   18.7   1.5   1   3         8   5.6e+03   -6.2   2.9   159   233   110   182   107   197 0.44 -
GCA_040114635.1|PVP01_1444900|PVP01_1444900.1|unknown -            638 3825at5820           -            620   0.00016   18.7   1.5   2   3   6.9e-05     0.048   10.5   8.8   394   515   381   500   366   510 0.79 -
GCA_040114635.1|PVP01_1444900|PVP01_1444900.1|unknown -            638 3825at5820           -            620   0.00016   18.7   1.5   3   3   2.2e-07   0.00016   18.7   1.5   442   507   511   576   504   587 0.87 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 3825at5820           -            620   0.00049   17.1   1.1   1   3      0.18   1.3e+02   -0.8   0.0   429   458   205   234   168   247 0.80 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 3825at5820           -            620   0.00049   17.1   1.1   2   3   8.8e-06    0.0061   13.5   0.2   465   550   318   405   313   410 0.81 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 3825at5820           -            620   0.00049   17.1   1.1   3   3      0.11        80   -0.1   0.1   286   311   426   450   417   454 0.73 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 3825at5820           -            620   0.00055   16.9  13.8   1   3       1.4     1e+03   -3.8   0.6   558   606   107   155    99   159 0.74 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 3825at5820           -            620   0.00055   16.9  13.8   2   3   5.6e-05     0.039   10.8   2.1   426   513   335   427   270   428 0.81 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 3825at5820           -            620   0.00055   16.9  13.8   3   3   2.1e-05     0.014   12.2   0.2   471   552   427   508   421   530 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3825at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3825at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3825at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:09:01 2026
# [ok]
