# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Complete	SCO73581.1	12433.1	7227	https://v10-1.orthodb.org/?query=0at5820	Ankyrin repeat-containing domain
4at5820	Missing
17at5820	Complete	SCO74252.1	9054.9	4774	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Complete	SCO73959.1	7623.1	4571	https://v10-1.orthodb.org/?query=18at5820	Vacuolar protein sorting-associated protein 13
19at5820	Complete	SCO74473.1	6679.7	4321	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	SCO71238.1	7723.9	4484	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Complete	SCO70700.1	8510.2	4225	https://v10-1.orthodb.org/?query=25at5820	Dynein heavy chain
27at5820	Complete	SCO71807.1	10225.1	4868	https://v10-1.orthodb.org/?query=27at5820	Dynein heavy chain
28at5820	Complete	SCO75114.1	6189.0	4705	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Complete	SCO74547.1	6028.0	4050	https://v10-1.orthodb.org/?query=39at5820	Growth factor receptor cysteine-rich domain superfamily
40at5820	Complete	SCO74737.1	6836.0	4668	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Complete	SCO71602.1	8499.1	4262	https://v10-1.orthodb.org/?query=41at5820	Dynein heavy chain
43at5820	Complete	SCO74979.1	7751.6	4304	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Complete	SCO70863.1	7359.9	3965	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
45at5820	Complete	SCO72715.1	8350.6	4216	https://v10-1.orthodb.org/?query=45at5820	Dynein heavy chain
48at5820	Missing
54at5820	Complete	SCO73564.1	4177.4	3074	https://v10-1.orthodb.org/?query=54at5820	SET domain
56at5820	Complete	SCO72617.1	6195.6	3898	https://v10-1.orthodb.org/?query=56at5820	PowCR01_090014600
59at5820	Complete	SCO75373.1	4918.8	3312	https://v10-1.orthodb.org/?query=59at5820	Peptidase C50, separase
65at5820	Complete	SCO74601.1	7621.5	4298	https://v10-1.orthodb.org/?query=65at5820	Dynein heavy chain
70at5820	Complete	SCO71626.1	4502.1	3381	https://v10-1.orthodb.org/?query=70at5820	Dynein heavy chain
71at5820	Complete	SCO75647.1	6571.6	4310	https://v10-1.orthodb.org/?query=71at5820	PowCR01_140059700
72at5820	Complete	SCO71588.1	4812.1	3231	https://v10-1.orthodb.org/?query=72at5820	Vacuolar protein sorting-associated protein 13, C-terminal
