#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   1  12  1.1e-101     2e-98  328.7  13.4     2   178    15   195    14   199 0.97 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   2  12   3.6e-15   6.6e-12   42.0   0.2   177   227   407   458   405   463 0.87 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   3  12   1.2e-46   2.3e-43  146.3   1.3   215   304   502   591   495   598 0.96 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   4  12   4.7e-32   8.7e-29   97.9   0.0   295   355   645   705   638   713 0.94 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   5  12   3.1e-49   5.8e-46  154.9   3.7   354   440   812   898   803   904 0.95 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   6  12   1.6e-41   2.9e-38  129.3   2.5   438   512   960  1034   957  1039 0.97 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   7  12   1.7e-59   3.1e-56  188.9   7.9   513   637  1098  1223  1094  1232 0.96 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   8  12   4.3e-18   7.9e-15   51.7   0.0   640   680  1295  1335  1289  1346 0.92 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7   9  12   1.3e-31   2.3e-28   96.5   0.3   677   788  1417  1545  1408  1548 0.88 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7  10  12     2e-12   3.7e-09   32.9   0.4   788   835  1606  1657  1599  1667 0.81 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095345.1-p1      -           2558 422at5820            -           1432         0 2332.2 153.7  11  12  3.4e-129  6.2e-126  419.9  38.0   822  1090  1879  2169  1866  2173 0.89 | transcript=PVX_095345.1 | gene=PVX_095345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1018969-1028186(-) | protein_length=2558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
