#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   1  10     1e-45   5.5e-42  141.9   4.5     1    90     1    90     1    95 0.98 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   2  10   3.5e-08   0.00019   17.5   0.1    88   120   172   207   156   210 0.88 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   3  10     1e-65   5.6e-62  208.1  24.0   119   232   236   349   228   353 0.98 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   4  10   2.2e-68   1.2e-64  216.9  23.8   232   369   448   592   439   594 0.93 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   5  10   3.2e-13   1.8e-09   34.2   0.3   366   405   705   744   701   753 0.88 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   6  10  3.4e-101   1.9e-97  325.7  26.9   403   589   875  1065   855  1068 0.94 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   7  10    2e-107  1.1e-103  346.3  32.8   588   777  1109  1298  1101  1301 0.98 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   8  10   8.1e-71   4.5e-67  225.0  16.1   775   898  1497  1620  1490  1626 0.96 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4   9  10  4.1e-181  2.3e-177  590.4  36.9   906  1207  1702  2009  1693  2025 0.97 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100960.1-p1      -           2235 746at5820            -           1276         0 2161.6 235.4  10  10     2e-34   1.1e-30  104.4   5.4  1213  1276  2169  2232  2157  2232 0.96 | transcript=PVX_100960.1 | gene=PVX_100960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2531444-2538524(-) | protein_length=2235 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
