#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_118615.1-p1      -            745 4465at5820           -            535  4.2e-231  766.8  94.0   1   3  5.2e-149  1.5e-146  487.7  69.9     1   368     1   448     1   452 0.86 | transcript=PVX_118615.1 | gene=PVX_118615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2897336-2899878(-) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118615.1-p1      -            745 4465at5820           -            535  4.2e-231  766.8  94.0   2   3   1.7e-19     5e-17   60.3   0.3   362   414   484   545   463   547 0.80 | transcript=PVX_118615.1 | gene=PVX_118615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2897336-2899878(-) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118615.1-p1      -            745 4465at5820           -            535  4.2e-231  766.8  94.0   3   3   1.6e-67   4.8e-65  218.8  10.0   411   534   611   739   606   740 0.94 | transcript=PVX_118615.1 | gene=PVX_118615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2897336-2899878(-) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118425.1-p1      -           2443 4465at5820           -            535   2.7e-16   57.9   0.2   1   2   3.4e-06   0.00098   16.4   0.1   229   276   220   266   206   292 0.79 | transcript=PVX_118425.1 | gene=PVX_118425 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr12:2694648-2702759(-) | protein_length=2443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118425.1-p1      -           2443 4465at5820           -            535   2.7e-16   57.9   0.2   2   2   4.9e-13   1.4e-10   39.0   0.0   418   533   278   403   272   405 0.75 | transcript=PVX_118425.1 | gene=PVX_118425 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr12:2694648-2702759(-) | protein_length=2443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119610.1-p1      -            602 4465at5820           -            535   8.8e-12   43.0   2.1   1   3      0.42   1.2e+02   -0.4   0.3   155   188   197   230   173   237 0.74 | transcript=PVX_119610.1 | gene=PVX_119610 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=Pv_Sal1_chr08:1342181-1345145(-) | protein_length=602 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119610.1-p1      -            602 4465at5820           -            535   8.8e-12   43.0   2.1   2   3   9.6e-05     0.028   11.6   0.1   219   262   245   288   239   293 0.89 | transcript=PVX_119610.1 | gene=PVX_119610 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=Pv_Sal1_chr08:1342181-1345145(-) | protein_length=602 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119610.1-p1      -            602 4465at5820           -            535   8.8e-12   43.0   2.1   3   3   4.3e-10   1.2e-07   29.3   0.0   416   534   294   416   287   417 0.81 | transcript=PVX_119610.1 | gene=PVX_119610 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=Pv_Sal1_chr08:1342181-1345145(-) | protein_length=602 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000555.1-p1      -            529 4465at5820           -            535   2.7e-11   41.4   8.6   1   2     0.001       0.3    8.2   7.5   205   271   147   209    57   235 0.77 | transcript=PVX_000555.1 | gene=PVX_000555 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=Pv_Sal1_chr03:475102-476820(+) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000555.1-p1      -            529 4465at5820           -            535   2.7e-11   41.4   8.6   2   2   1.2e-10   3.4e-08   31.1   0.2   415   531   210   329   204   333 0.83 | transcript=PVX_000555.1 | gene=PVX_000555 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=Pv_Sal1_chr03:475102-476820(+) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119575.1-p1      -           1607 4465at5820           -            535   3.7e-11   40.9   2.3   1   2   4.3e-07   0.00012   19.4   3.1   153   296  1379  1508  1368  1516 0.79 | transcript=PVX_119575.1 | gene=PVX_119575 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase 6, putative | transcript_product=serine/threonine protein kinase 6, putative | location=Pv_Sal1_chr08:1370213-1375522(+) | protein_length=1607 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
