#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   1   8   5.2e-20   9.7e-17   59.1   0.1     1    55     1    59     1    63 0.91 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   2   8   2.7e-19     5e-16   56.7   0.0    59   125   100   174    96   179 0.89 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   3   8   3.8e-17   6.9e-14   49.7   0.1   126   176   204   257   194   266 0.85 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   4   8   4.6e-10   8.4e-07   26.3   0.0   177   213   286   323   278   330 0.87 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   5   8     0.003       5.5    3.8   0.0   208   232   350   375   349   377 0.87 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   6   8   5.2e-24   9.6e-21   72.3   0.1   231   320   452   579   446   583 0.79 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   7   8   5.3e-35   9.8e-32  108.6   0.0   322   467   623   796   620   841 0.79 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087070.1-p1      -            976 6463at5820           -            563  4.6e-132  439.8  14.3   8   8   2.7e-18   4.9e-15   53.5   0.7   487   538   864   915   859   965 0.73 | transcript=PVX_087070.1 | gene=PVX_087070 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1258254-1261184(-) | protein_length=976 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 6463at5820           -            563   4.6e-06   23.8   2.6   1   3    0.0065        12    2.7   0.4   299   362   151   222   143   227 0.56 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 6463at5820           -            563   4.6e-06   23.8   2.6   2   3   2.5e-09   4.6e-06   23.8   2.6   329   421   226   322   212   331 0.86 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 6463at5820           -            563   4.6e-06   23.8   2.6   3   3     0.012        22    1.8   0.9   333   391   342   400   338   441 0.76 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
