#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_124035.1-p1      -            438 9135at5820           -            339  8.5e-173  572.3  43.2   1   2  1.2e-166  7.3e-164  542.9  38.9     1   307     1   335     1   381 0.88 | transcript=PVX_124035.1 | gene=PVX_124035 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1990626-1992189(-) | protein_length=438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124035.1-p1      -            438 9135at5820           -            339  8.5e-173  572.3  43.2   2   2   1.2e-08   7.6e-06   23.4   0.1   302   339   388   425   370   425 0.74 | transcript=PVX_124035.1 | gene=PVX_124035 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1990626-1992189(-) | protein_length=438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111085.1-p1      -            317 9135at5820           -            339   1.1e-18   65.7  86.9   1   4   1.1e-10   6.7e-08   30.2  17.9    20   105    14   100     8   105 0.86 | transcript=PVX_111085.1 | gene=PVX_111085 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatases PP1 regulatory subunit sds22, putative | transcript_product=protein phosphatases PP1 regulatory subunit sds22, putative | location=Pv_Sal1_chr06:726777-728234(-) | protein_length=317 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111085.1-p1      -            317 9135at5820           -            339   1.1e-18   65.7  86.9   2   4   3.2e-11   1.9e-08   31.9  18.5    22   121    61   153    59   158 0.87 | transcript=PVX_111085.1 | gene=PVX_111085 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatases PP1 regulatory subunit sds22, putative | transcript_product=protein phosphatases PP1 regulatory subunit sds22, putative | location=Pv_Sal1_chr06:726777-728234(-) | protein_length=317 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111085.1-p1      -            317 9135at5820           -            339   1.1e-18   65.7  86.9   3   4   1.4e-08   8.9e-06   23.2  12.6    17   125   100   202    97   206 0.81 | transcript=PVX_111085.1 | gene=PVX_111085 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatases PP1 regulatory subunit sds22, putative | transcript_product=protein phosphatases PP1 regulatory subunit sds22, putative | location=Pv_Sal1_chr06:726777-728234(-) | protein_length=317 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111085.1-p1      -            317 9135at5820           -            339   1.1e-18   65.7  86.9   4   4   8.4e-08   5.2e-05   20.7  13.9    35   149   185   298   166   310 0.78 | transcript=PVX_111085.1 | gene=PVX_111085 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatases PP1 regulatory subunit sds22, putative | transcript_product=protein phosphatases PP1 regulatory subunit sds22, putative | location=Pv_Sal1_chr06:726777-728234(-) | protein_length=317 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089240.1-p1      -            198 9135at5820           -            339   7.4e-08   30.0  11.7   1   3   0.00046      0.28    8.4   2.0     8    83    15    92    10    94 0.80 | transcript=PVX_089240.1 | gene=PVX_089240 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein light chain 1, putative | transcript_product=dynein light chain 1, putative | location=Pv_Sal1_chr05:408745-410298(+) | protein_length=198 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089240.1-p1      -            198 9135at5820           -            339   7.4e-08   30.0  11.7   2   3   1.9e-09   1.2e-06   26.1   3.5    19    90    73   144    71   147 0.93 | transcript=PVX_089240.1 | gene=PVX_089240 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein light chain 1, putative | transcript_product=dynein light chain 1, putative | location=Pv_Sal1_chr05:408745-410298(+) | protein_length=198 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089240.1-p1      -            198 9135at5820           -            339   7.4e-08   30.0  11.7   3   3     0.002       1.2    6.3   0.0   116   153   145   185   143   195 0.80 | transcript=PVX_089240.1 | gene=PVX_089240 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein light chain 1, putative | transcript_product=dynein light chain 1, putative | location=Pv_Sal1_chr05:408745-410298(+) | protein_length=198 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083285.1-p1      -            310 9135at5820           -            339   3.1e-07   28.0  13.9   1   3    0.0058       3.6    4.8   4.7    46    95    28    77    12    79 0.83 | transcript=PVX_083285.1 | gene=PVX_083285 | organism=Plasmodium_vivax_Sal-1 | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=Pv_Sal1_chr12:247853-249650(-) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083285.1-p1      -            310 9135at5820           -            339   3.1e-07   28.0  13.9   2   3   5.1e-10   3.1e-07   28.0  13.9    42   125    68   150    64   153 0.93 | transcript=PVX_083285.1 | gene=PVX_083285 | organism=Plasmodium_vivax_Sal-1 | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=Pv_Sal1_chr12:247853-249650(-) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083285.1-p1      -            310 9135at5820           -            339   3.1e-07   28.0  13.9   3   3   0.00058      0.36    8.1   2.3    94   151   142   201   141   252 0.80 | transcript=PVX_083285.1 | gene=PVX_083285 | organism=Plasmodium_vivax_Sal-1 | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=Pv_Sal1_chr12:247853-249650(-) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098022.1-p1      -            359 9135at5820           -            339   5.6e-07   27.2  15.5   1   3   4.2e-07   0.00026   18.4   3.5    13    88    26   100    14   101 0.79 | transcript=PVX_098022.1 | gene=PVX_098022 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:964062-965787(-) | protein_length=359 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098022.1-p1      -            359 9135at5820           -            339   5.6e-07   27.2  15.5   2   3     3e-08   1.8e-05   22.2   4.2    35   100    93   159    89   170 0.80 | transcript=PVX_098022.1 | gene=PVX_098022 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:964062-965787(-) | protein_length=359 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098022.1-p1      -            359 9135at5820           -            339   5.6e-07   27.2  15.5   3   3      0.14        88    0.2   0.4   107   180   261   334   243   353 0.68 | transcript=PVX_098022.1 | gene=PVX_098022 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:964062-965787(-) | protein_length=359 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115445.1-p1      -            176 9135at5820           -            339   1.2e-06   26.0  11.2   1   1   2.4e-09   1.5e-06   25.8  11.2     1   161     1   158     1   170 0.86 | transcript=PVX_115445.1 | gene=PVX_115445 | organism=Plasmodium_vivax_Sal-1 | gene_product=U2 small nuclear ribonucleoprotein A', putative | transcript_product=U2 small nuclear ribonucleoprotein A', putative | location=Pv_Sal1_chr11:55010-56353(+) | protein_length=176 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
