#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   1  10   1.8e-98     1e-94  316.7  27.7     2   204     9   217     8   239 0.95 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   2  10   2.8e-48   1.5e-44  150.4   4.3   203   317   560   674   555   685 0.94 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   3  10   3.8e-68   2.1e-64  216.2  25.0   324   461  1196  1341  1187  1347 0.94 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   4  10  6.1e-101   3.4e-97  324.9  29.1   426   651  1380  1624  1364  1637 0.87 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   5  10   6.4e-39   3.6e-35  119.4  15.8   650   735  1699  1791  1694  1803 0.88 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   6  10     2e-74   1.1e-70  237.0  25.2   737   892  1846  2005  1844  2026 0.97 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   7  10   2.3e-05      0.13    8.1   4.7   888   936  2315  2365  2264  2372 0.73 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   8  10   4.3e-66   2.4e-62  209.4  20.9   886  1071  2461  2657  2436  2663 0.85 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9   9  10     7e-51   3.8e-47  159.0  15.1  1066  1161  2903  2998  2900  3005 0.96 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115180.1-p1      -           3404 451at5820            -           1467         0 2138.0 286.9  10  10  1.9e-139  1.1e-135  452.5  47.1  1156  1467  3048  3401  3045  3401 0.90 | transcript=PVX_115180.1 | gene=PVX_115180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:245542-255756(-) | protein_length=3404 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/451at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/451at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/451at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:05 2026
# [ok]
