#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   1   9  2.2e-124  1.2e-120  402.5  36.5     8   227    28   249    22   257 0.95 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   2   9   1.4e-09     8e-06   22.3   0.7   224   248   284   308   282   312 0.90 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   3   9   3.3e-27   1.8e-23   80.7   4.6   242   298   323   379   321   391 0.94 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   4   9     5e-51   2.7e-47  159.6   6.5   295   392   410   509   406   536 0.91 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   5   9   1.5e-64   8.3e-61  204.3  13.2   390   552   598   789   595   795 0.89 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   6   9   4.1e-69   2.2e-65  219.5  15.3   555   694   825   968   811   971 0.91 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   7   9   0.00041       2.3    4.2   0.0   695   713  1000  1018   993  1024 0.89 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   8   9   1.6e-83   8.6e-80  267.2  16.3   712   933  1062  1309  1043  1342 0.90 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079745.1-p1      -           1533 1876at5820           -           1075         0 1507.7 165.2   9   9   1.1e-59   5.9e-56  188.3  16.9   944  1075  1375  1527  1367  1527 0.89 | transcript=PVX_079745.1 | gene=PVX_079745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:60232-64833(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1876at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1876at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1876at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:07 2026
# [ok]
