#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   1  18   0.00037         2    3.7   0.3    12    43   141   182   131   191 0.73 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   2  18   8.1e-12   4.5e-08   29.1   1.3    59   113   341   410   322   416 0.74 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   3  18   6.1e-35   3.3e-31  105.8   0.7   113   200   483   574   462   585 0.90 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   4  18   1.3e-27     7e-24   81.5   7.0   187   257   597   673   571   681 0.80 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   5  18  1.3e-109  7.1e-106  353.4  15.1   254   451   706   906   705   917 0.96 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   6  18   1.7e-53   9.6e-50  167.3   6.5   446   545  1034  1138  1031  1140 0.94 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   7  18   4.2e-49   2.3e-45  152.7   3.0   545   634  1235  1324  1232  1333 0.96 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   8  18   2.9e-32   1.6e-28   96.9   0.3   640   722  1465  1557  1457  1560 0.87 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2   9  18   1.4e-36   7.6e-33  111.2   0.3   726   798  1674  1746  1660  1751 0.96 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2  10  18   3.3e-23   1.8e-19   66.8   0.2   804   848  1829  1873  1823  1878 0.92 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002905.1-p1      -           3763 250at5820            -           2184         0 3465.1 265.2  11  18   1.1e-89   6.3e-86  287.3  10.1   849  1020  2025  2222  2019  2233 0.86 | transcript=PVX_002905.1 | gene=PVX_002905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:356929-368220(-) | protein_length=3763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
