#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   1  11   3.5e-09   3.9e-06   23.0   0.1    16    41   143   168   135   183 0.85 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   2  11  1.1e-261  1.2e-258  859.7  46.0    46   524   402   927   396   932 0.93 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   3  11   1.6e-16   1.8e-13   47.3   1.4   522   559   954   991   945  1007 0.90 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   4  11    3e-126  3.4e-123  410.9  13.9   568   779  1107  1322  1053  1342 0.95 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   5  11     1e-11   1.1e-08   31.4   5.4   774   816  1429  1472  1427  1489 0.83 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   6  11   4.5e-18     5e-15   52.4   6.3   810   878  1496  1573  1485  1594 0.81 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   7  11     9e-12     1e-08   31.6   1.4   883   933  1695  1745  1683  1759 0.82 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   8  11   7.8e-39   8.7e-36  121.2   0.0   931  1030  1850  1950  1818  1956 0.91 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1   9  11   2.1e-10   2.3e-07   27.1   0.0  1039  1082  2092  2137  2087  2141 0.88 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1  10  11   4.7e-84   5.2e-81  271.1  16.5  1079  1248  2174  2345  2168  2378 0.92 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095145.1-p1      -           2581 551at5820            -           1377         0 1925.4 203.1  11  11   1.7e-24   1.8e-21   73.8  58.5  1242  1376  2381  2577  2348  2578 0.68 | transcript=PVX_095145.1 | gene=PVX_095145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:829721-837466(-) | protein_length=2581 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 551at5820            -           1377   3.1e-06   23.3   0.4   1   3         5   5.5e+03   -9.3  14.4   814   920    70   184    32   225 0.57 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 551at5820            -           1377   3.1e-06   23.3   0.4   2   3   2.8e-09   3.1e-06   23.3   0.4   171   236   289   354   280   362 0.88 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 551at5820            -           1377   3.1e-06   23.3   0.4   3   3    0.0033       3.7    3.2   0.1   177   232   421   475   380   536 0.84 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 551at5820            -           1377     0.026   10.3   0.0   1   1   2.9e-05     0.032   10.0   0.0   157   238   150   233   127   273 0.83 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113225.1-p1      -            332 551at5820            -           1377       1.5    4.4  15.9   1   1    0.0018         2    4.1  15.9  1281  1368    67   150    22   159 0.61 | transcript=PVX_113225.1 | gene=PVX_113225 | organism=Plasmodium_vivax_Sal-1 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=Pv_Sal1_chr11:2011317-2012528(+) | protein_length=332 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101375.1-p1      -             58 551at5820            -           1377       6.5    2.3   8.0   1   1    0.0061       6.8    2.3   8.0  1286  1329    21    54    12    58 0.27 | transcript=PVX_101375.1 | gene=PVX_101375 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr14:2835429-2835762(+) | protein_length=58 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/551at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/551at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/551at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:09 2026
# [ok]
