#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   1  14     8e-26   4.4e-22   75.6   2.7     1    59     1    59     1    64 0.97 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   2  14   2.4e-92   1.3e-88  296.2  28.7    57   239    87   285    79   295 0.92 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   3  14   5.3e-58     3e-54  182.3   8.8   237   340   373   476   365   488 0.97 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   4  14  6.4e-108  3.5e-104  347.8  38.3   337   541   623   831   612   838 0.94 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   5  14   2.3e-75   1.3e-71  239.9  27.2   560   714   894  1070   868  1081 0.79 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   6  14   8.6e-80   4.8e-76  254.5  10.4   719   864  1139  1287  1127  1301 0.95 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   7  14     1e-83   5.7e-80  267.6  15.5   853  1040  1329  1554  1328  1557 0.87 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   8  14   1.6e-43   8.7e-40  134.3   1.5  1039  1113  1588  1662  1581  1679 0.95 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2   9  14   6.9e-10   3.8e-06   22.7   0.1  1114  1148  1704  1738  1699  1744 0.92 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2  10  14  1.6e-137    9e-134  446.0  42.8  1147  1378  1772  2010  1766  2016 0.96 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122875.1-p1      -           3027 254at5820            -           2098         0 3283.4 368.2  11  14  8.1e-115  4.5e-111  370.7  35.3  1376  1600  2070  2296  2064  2302 0.98 | transcript=PVX_122875.1 | gene=PVX_122875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:945044-954127(-) | protein_length=3027 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
