#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   1  15  2.4e-135  1.3e-131  438.6  53.0     1   311     1   372     1   374 0.87 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   2  15   1.1e-39   6.2e-36  121.3   7.7   311   395   423   513   415   517 0.91 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   3  15   1.6e-29   9.1e-26   87.6   0.6   394   461   601   673   597   679 0.92 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   4  15     5e-79   2.8e-75  251.8  17.3   460   618   701   860   694   863 0.98 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   5  15   4.2e-16   2.3e-12   43.2   0.2   619   652   887   920   881   924 0.94 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   6  15   2.1e-16   1.2e-12   44.1   0.6   652   684   975  1007   969  1029 0.92 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   7  15   2.3e-88   1.3e-84  282.8  18.4   683   852  1054  1231  1049  1238 0.94 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   8  15   6.3e-72   3.5e-68  228.3  16.0   852   992  1291  1437  1281  1447 0.96 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7   9  15   1.8e-70     1e-66  223.4  14.5   992  1129  1468  1606  1464  1608 0.97 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7  10  15   2.1e-54   1.2e-50  170.2   7.0  1129  1244  1657  1774  1652  1781 0.97 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087740.1-p1      -           3002 447at5820            -           2093         0 3031.3 312.7  11  15   1.6e-29   8.6e-26   87.7   1.2  1242  1332  1797  1894  1790  1908 0.87 | transcript=PVX_087740.1 | gene=PVX_087740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:90014-99022(-) | protein_length=3002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
