#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   1  16  4.3e-143  2.4e-139  464.7  55.7     2   281    11   306    10   319 0.93 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   2  16   1.4e-80     8e-77  257.4  37.1   267   441   469   643   460   653 0.93 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   3  16     0.094   5.2e+02   -3.9   1.5   733   761   654   682   646   686 0.74 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   4  16   1.4e-73   7.6e-70  234.2  27.9   435   600   770   952   755   977 0.90 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   5  16    1e-110  5.5e-107  357.3  39.3   617   846  1269  1519  1247  1531 0.91 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   6  16   6.7e-78   3.7e-74  248.5  26.5   839  1037  1595  1805  1545  1815 0.85 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   7  16   1.5e-54   8.2e-51  171.1   7.7  1029  1128  1847  1957  1844  1960 0.89 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   8  16   1.1e-75   6.2e-72  241.1  21.7  1129  1263  2102  2236  2098  2241 0.97 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9   9  16   7.7e-15   4.3e-11   39.4   0.0  1263  1322  2282  2350  2277  2359 0.86 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9  10  16   9.2e-25   5.1e-21   72.3   2.8  1315  1362  2448  2495  2442  2522 0.89 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117570.1-p1      -           3370 291at5820            -           1813         0 2647.5 363.9  11  16   4.7e-14   2.6e-10   36.8   0.2  1361  1413  2599  2651  2593  2664 0.90 | transcript=PVX_117570.1 | gene=PVX_117570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1956141-1966253(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
