#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   1  11   4.5e-16   2.5e-12   44.6   0.1     1    46    13    58    13    62 0.95 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   2  11   4.9e-20   2.7e-16   57.7   0.0    44   101   120   177   108   189 0.91 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   3  11   4.2e-05      0.23    8.4   0.0    96   132   222   260   217   267 0.85 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   4  11   1.3e-12   7.2e-09   33.2   0.0   123   181   326   384   304   389 0.85 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   5  11   2.8e-20   1.6e-16   58.5   0.1   181   250   427   504   420   507 0.81 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   6  11   2.1e-09   1.1e-05   22.6   0.0   253   297   559   610   555   618 0.86 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   7  11   5.7e-05      0.31    7.9   0.0   297   327   677   708   671   717 0.87 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   8  11   7.6e-23   4.2e-19   67.0   0.0   310   387   776   855   765   857 0.83 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1   9  11    0.0081        45    0.8   0.0   401   436   946   980   933   985 0.77 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1  10  11   1.7e-50   9.5e-47  158.4   8.9   429   536  1054  1170  1026  1173 0.85 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089255.1-p1      -           1445 2730at5820           -            759  7.1e-281  932.6  39.1  11  11  4.5e-147  2.5e-143  477.8   8.1   533   759  1195  1422  1193  1422 0.99 | transcript=PVX_089255.1 | gene=PVX_089255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:415338-420099(-) | protein_length=1445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
