#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   1   9     5e-66   2.8e-62  209.1   6.6     9   120    41   152    34   156 0.97 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   2   9  1.7e-143  9.6e-140  465.8  13.3   120   354   186   428   180   435 0.97 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   3   9   1.6e-73   8.9e-70  234.0   8.4   352   480   476   608   468   615 0.96 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   4   9   8.5e-88   4.7e-84  281.3  12.2   479   615   701   837   698   847 0.97 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   5   9  1.3e-135  7.2e-132  439.7  18.0   612   836   890  1135   883  1143 0.93 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   6   9  5.4e-176    3e-172  573.5  18.1   835  1113  1172  1450  1164  1458 0.98 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   7   9     0.011        59   -0.7   0.3  1113  1135  1475  1497  1473  1521 0.77 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   8   9   3.4e-54   1.9e-50  169.9   0.1  1113  1251  1524  1687  1511  1705 0.86 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099270.1-p1      -           1937 608at5820            -           1306         0 2385.2 133.9   9   9   2.3e-18   1.3e-14   51.2   0.7  1246  1306  1861  1937  1849  1937 0.81 | transcript=PVX_099270.1 | gene=PVX_099270 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:637836-643649(-) | protein_length=1937 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/608at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/608at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/608at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:45:07 2026
# [ok]
