#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   1  11   5.2e-55   2.9e-51  172.2  14.6     1   134     1   151     1   155 0.89 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   2  11  2.9e-152  1.6e-148  494.7  41.8   129   394   169   435   162   441 0.98 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   3  11  1.7e-222  9.4e-219  727.6  70.3   392   832   481   956   475   964 0.95 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   4  11     2e-85   1.1e-81  273.1  28.0   822  1001   977  1179   973  1192 0.87 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   5  11   3.1e-34   1.7e-30  103.4   4.8   994  1095  1304  1410  1291  1432 0.86 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   6  11   1.2e-35   6.9e-32  108.0  13.6  1101  1211  1533  1663  1523  1673 0.81 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   7  11  1.9e-132    1e-128  429.0  28.7  1193  1430  1702  1944  1688  1961 0.95 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   8  11   0.00043       2.4    3.4   0.1  1429  1464  2046  2082  2042  2101 0.82 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9   9  11  3.6e-141    2e-137  457.9  51.3  1458  1760  2110  2462  2103  2488 0.86 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9  10  11    0.0015       8.4    1.6   0.0  1740  1787  2497  2545  2484  2550 0.77 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085835.1-p1      -           2740 271at5820            -           1885         0 2873.9 330.9  11  11   1.6e-49   9.1e-46  154.0   6.5  1785  1885  2630  2740  2608  2740 0.91 | transcript=PVX_085835.1 | gene=PVX_085835 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1552197-1561143(+) | protein_length=2740 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/271at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/271at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/271at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:32 2026
# [ok]
