#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   1  15   1.7e-22   9.3e-19   64.9   0.6     3    41    42    80    40    83 0.93 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   2  15     0.036     2e+02   -2.4   0.0    37    56   108   127    98   133 0.73 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   3  15  2.7e-113  1.5e-109  365.5  23.6    60   315   251   512   236   520 0.93 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   4  15   9.3e-33   5.1e-29   98.9   8.1   314   396   541   625   538   630 0.92 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   5  15   4.6e-41   2.5e-37  126.4   0.4   396   474   654   732   649   746 0.92 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   6  15   1.9e-13     1e-09   35.0   0.8   482   528   826   873   819   880 0.92 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   7  15   1.1e-31   6.3e-28   95.3   8.0   507   601   888   990   874   995 0.84 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   8  15   1.4e-09   7.9e-06   22.1   0.2   617   659  1133  1174  1107  1184 0.71 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7   9  15   1.3e-24   7.4e-21   71.9   2.8   657   726  1265  1353  1210  1355 0.84 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7  10  15   6.4e-16   3.6e-12   43.1   0.1   726   764  1440  1478  1437  1482 0.92 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7  11  15   9.2e-13   5.1e-09   32.7   0.3   761   814  1504  1558  1494  1568 0.88 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7  12  15   3.6e-08    0.0002   17.5   0.0   815   853  1700  1738  1679  1743 0.84 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7  13  15   2.4e-21   1.3e-17   61.1   0.0   853   919  1820  1886  1813  1896 0.92 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7  14  15   4.6e-08   0.00025   17.1   0.1   949   975  1989  2015  1929  2020 0.79 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116585.1-p1      -           2299 684at5820            -           1068         0 1120.2 104.7  15  15   2.7e-34   1.5e-30  104.0   0.1   975  1063  2087  2175  2080  2178 0.95 | transcript=PVX_116585.1 | gene=PVX_116585 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1111610-1118660(+) | protein_length=2299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/684at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:52 2026
# [ok]
