#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_086000.1-p1      -            505 7291at5820           -            381  9.2e-183  605.8  33.5   1   3   1.6e-61   2.9e-58  196.0  11.6     1   117    23   149    23   156 0.92 | transcript=PVX_086000.1 | gene=PVX_086000 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1722339-1724030(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086000.1-p1      -            505 7291at5820           -            381  9.2e-183  605.8  33.5   2   3   2.5e-13   4.7e-10   37.3   0.4   116   148   176   208   172   221 0.89 | transcript=PVX_086000.1 | gene=PVX_086000 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1722339-1724030(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086000.1-p1      -            505 7291at5820           -            381  9.2e-183  605.8  33.5   3   3  2.7e-118    5e-115  382.8   7.7   145   381   242   502   238   502 0.91 | transcript=PVX_086000.1 | gene=PVX_086000 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1722339-1724030(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 7291at5820           -            381   4.7e-05   20.8   7.3   1   4    0.0062        11    3.1   0.1   227   246    93   112    76   119 0.84 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 7291at5820           -            381   4.7e-05   20.8   7.3   2   4   1.7e-06    0.0031   14.8   0.6   213   261   120   168   108   192 0.88 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 7291at5820           -            381   4.7e-05   20.8   7.3   3   4    0.0014       2.5    5.3   0.1   211   245   200   235   174   269 0.80 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 7291at5820           -            381   4.7e-05   20.8   7.3   4   4     0.089   1.6e+02   -0.7   0.0   116   246   256   285   251   313 0.66 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7291at5820           -            381     0.053   10.8   5.5   1   4      0.21   3.9e+02   -2.0   0.0   226   244    34    52    19    56 0.78 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7291at5820           -            381     0.053   10.8   5.5   2   4   0.00034      0.63    7.2   0.0   174   251   115   195   100   209 0.79 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7291at5820           -            381     0.053   10.8   5.5   3   4    0.0025       4.7    4.4   0.1   217   253   243   279   218   285 0.80 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7291at5820           -            381     0.053   10.8   5.5   4   4      0.12   2.1e+02   -1.1   0.1   226   248   300   322   290   322 0.71 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
