#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   1  12   1.6e-48   4.4e-45  152.1  19.1     1   160     1   190     1   209 0.81 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   2  12     2e-31   5.6e-28   95.4  21.0   107   281   225   402   192   434 0.64 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   3  12   0.00044       1.2    4.8   3.1   268   292   441   465   435   483 0.80 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   4  12   0.00048       1.3    4.7   0.7   286   326   583   623   555   649 0.72 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   5  12   1.2e-07   0.00033   16.6   0.8   337   393   717   777   711   801 0.67 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   6  12         0         0 1242.6  75.8   377   988   872  1541   862  1546 0.92 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   7  12   4.2e-62   1.2e-58  197.0  44.4   981  1192  1644  1853  1631  1880 0.76 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   8  12   5.1e-05      0.14    7.9   6.3  1133  1184  1900  1953  1865  1976 0.72 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   9  12   0.00093       2.6    3.7   3.7  1154  1224  1953  2040  1940  2044 0.72 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1  10  12     0.002       5.5    2.6   9.0  1132  1243  1975  2089  1972  2095 0.71 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1  11  12   8.3e-06     0.023   10.5   5.3  1224  1259  2098  2136  2090  2141 0.85 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
