#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   1  19   4.7e-66   2.6e-62  208.9  11.4     2   173     6   199     5   205 0.90 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   2  19  6.2e-115  3.4e-111  371.0  31.0   172   506   271   696   260   702 0.79 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   3  19   6.9e-78   3.8e-74  248.1  11.6   520   689   814   999   802  1019 0.92 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   4  19   1.3e-90   7.2e-87  290.4  14.2   686   886  1036  1251  1032  1254 0.93 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   5  19     3e-36   1.6e-32  110.0   0.1   884   974  1306  1406  1295  1412 0.89 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   6  19   0.00094       5.2    2.2   0.3   971  1000  1455  1484  1447  1512 0.74 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   7  19   4.3e-19   2.4e-15   53.1   2.7  1022  1094  1571  1645  1565  1654 0.91 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   8  19   1.8e-24   9.9e-21   70.9   4.2  1080  1186  1664  1790  1659  1795 0.84 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4   9  19   8.4e-09   4.7e-05   18.9   0.0  1188  1254  1819  1910  1815  1917 0.65 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4  10  19   4.7e-77   2.6e-73  245.4   5.8  1254  1447  1935  2151  1923  2155 0.93 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087735.1-p1      -           4034 212at5820            -           2667         0 3414.2 292.4  11  19   3.2e-41   1.7e-37  126.5   0.6  1447  1562  2226  2352  2221  2358 0.91 | transcript=PVX_087735.1 | gene=PVX_087735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:76451-88555(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
