#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   1  21     3e-77   1.7e-73  245.9   4.8     1   170     1   192     1   201 0.85 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   2  21   0.00036         2    3.6   0.0   183   206   290   313   268   320 0.77 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   3  21   3.6e-24     2e-20   69.9   0.0   208   277   417   490   411   501 0.89 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   4  21     0.013        72   -1.6   0.1   277   302   528   559   525   562 0.71 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   5  21   2.4e-25   1.3e-21   73.8   0.0   298   378   587   670   582   681 0.89 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   6  21   1.9e-49     1e-45  153.7   8.4   393   555   785   983   775   991 0.80 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   7  21   5.1e-17   2.8e-13   46.2   0.2   554   605  1041  1092  1033  1095 0.86 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   8  21   3.5e-05      0.19    6.9   0.0   606   625  1163  1182  1160  1187 0.90 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   9  21   1.4e-08   7.8e-05   18.2   0.0   635   670  1292  1330  1286  1347 0.90 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  10  21     3e-75   1.7e-71  239.3   0.0   682   975  1389  1803  1385  1808 0.76 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  11  21   2.7e-44   1.5e-40  136.6   0.1   972  1083  1876  2009  1875  2015 0.88 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  12  21   4.8e-14   2.6e-10   36.3   0.0  1079  1135  2062  2121  2056  2126 0.91 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  13  21     7e-31   3.9e-27   92.1   0.1  1135  1227  2192  2290  2179  2299 0.90 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  14  21   9.8e-27   5.4e-23   78.4   0.0  1221  1294  2334  2407  2332  2413 0.95 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  15  21   1.5e-33   8.5e-30  101.0   0.8  1302  1376  2455  2529  2446  2534 0.94 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  16  21   3.8e-05      0.21    6.8   1.6  1386  1415  2619  2648  2616  2652 0.87 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
