#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   1  11   2.8e-43   1.5e-39  133.6   0.5     4   119    50   182    47   189 0.89 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   2  11   5.1e-77   2.8e-73  245.4   0.1   115   299   221   430   209   440 0.88 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   3  11   1.8e-73     1e-69  233.7  14.5   304   475   469   669   457   675 0.86 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   4  11   1.7e-58   9.3e-55  184.1   4.9   470   584   699   816   689   826 0.94 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   5  11     1e-72   5.7e-69  231.2  11.7   581   702   835   956   828   959 0.97 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   6  11     5e-54   2.8e-50  169.2   2.0   710   849  1043  1220  1036  1223 0.85 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   7  11   4.2e-33   2.3e-29   99.9   0.0   850   947  1259  1368  1254  1372 0.88 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   8  11   8.9e-53   4.9e-49  165.1   1.3   948  1100  1413  1599  1410  1604 0.84 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0   9  11   5.9e-21   3.3e-17   59.6   0.4  1102  1166  1633  1703  1630  1705 0.88 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0  10  11  5.1e-136  2.8e-132  441.0  20.4  1165  1502  1736  2114  1734  2119 0.92 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090060.1-p1      -           2276 449at5820            -           1612         0 2083.6 121.0  11  11   1.2e-50   6.5e-47  158.1   0.6  1490  1612  2128  2274  2117  2274 0.87 | transcript=PVX_090060.1 | gene=PVX_090060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1071834-1079200(+) | protein_length=2276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/449at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/449at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/449at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:56 2026
# [ok]
