#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   1   9  8.6e-167  4.8e-163  543.1  35.5     2   276     6   281     5   286 0.99 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   2   9   7.9e-73   4.3e-69  231.9  21.0   268   400   299   431   290   439 0.97 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   3   9   2.7e-32   1.5e-28   97.6   1.2   405   468   468   531   464   537 0.95 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   4   9   2.9e-06     0.016   11.5   0.2   464   486   739   761   722   766 0.84 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   5   9   5.3e-12   2.9e-08   30.4   0.0   484   519   835   870   832   881 0.92 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   6   9   1.1e-37   6.1e-34  115.5   2.8   515   586   929  1000   915  1003 0.93 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   7   9   1.2e-34   6.9e-31  105.4   4.0   583   655  1093  1165  1086  1169 0.95 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   8   9    1e-115  5.8e-112  373.9  21.6   656   923  1275  1559  1260  1575 0.90 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096295.1-p1      -           2059 918at5820            -           1171         0 1900.0 176.7   9   9  9.1e-133    5e-129  430.4  36.6   919  1171  1805  2058  1787  2058 0.98 | transcript=PVX_096295.1 | gene=PVX_096295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:618657-626253(+) | protein_length=2059 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/918at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/918at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/918at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:08 2026
# [ok]
