#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091355.1-p1      -            372 7992at5820           -            328  7.6e-196  648.0  30.1   1   1  1.4e-198  1.3e-195  647.3  30.1     1   328     1   368     1   368 0.94 | transcript=PVX_091355.1 | gene=PVX_091355 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:449909-452898(-) | protein_length=372 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116570.1-p1      -            547 7992at5820           -            328   3.4e-25   87.1   9.8   1   1   8.6e-28     8e-25   85.9   9.8    56   301   250   512   240   518 0.73 | transcript=PVX_116570.1 | gene=PVX_116570 | organism=Plasmodium_vivax_Sal-1 | gene_product=GTPase-activating protein, putative | transcript_product=GTPase-activating protein, putative | location=Pv_Sal1_chr12:1096772-1098415(-) | protein_length=547 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098805.1-p1      -           1220 7992at5820           -            328   1.9e-16   58.4  17.0   1   4     2e-19   1.9e-16   58.4  17.0    42   299   193   459   180   471 0.77 | transcript=PVX_098805.1 | gene=PVX_098805 | organism=Plasmodium_vivax_Sal-1 | gene_product=TBC domain containing protein | transcript_product=TBC domain containing protein | location=Pv_Sal1_chr07:263955-267617(+) | protein_length=1220 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098805.1-p1      -           1220 7992at5820           -            328   1.9e-16   58.4  17.0   2   4       5.1   4.7e+03   -5.3   2.0    14    33   695   714   685   727 0.61 | transcript=PVX_098805.1 | gene=PVX_098805 | organism=Plasmodium_vivax_Sal-1 | gene_product=TBC domain containing protein | transcript_product=TBC domain containing protein | location=Pv_Sal1_chr07:263955-267617(+) | protein_length=1220 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098805.1-p1      -           1220 7992at5820           -            328   1.9e-16   58.4  17.0   3   4         6   5.5e+03   -8.9   5.8    17    52  1068  1103  1059  1118 0.63 | transcript=PVX_098805.1 | gene=PVX_098805 | organism=Plasmodium_vivax_Sal-1 | gene_product=TBC domain containing protein | transcript_product=TBC domain containing protein | location=Pv_Sal1_chr07:263955-267617(+) | protein_length=1220 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098805.1-p1      -           1220 7992at5820           -            328   1.9e-16   58.4  17.0   4   4      0.48   4.4e+02   -2.0   0.1   171   195  1130  1154  1128  1159 0.83 | transcript=PVX_098805.1 | gene=PVX_098805 | organism=Plasmodium_vivax_Sal-1 | gene_product=TBC domain containing protein | transcript_product=TBC domain containing protein | location=Pv_Sal1_chr07:263955-267617(+) | protein_length=1220 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097895.1-p1      -            748 7992at5820           -            328   2.7e-11   41.5   5.6   1   1   6.2e-14   5.7e-11   40.4   5.6   138   291   344   501   339   518 0.84 | transcript=PVX_097895.1 | gene=PVX_097895 | organism=Plasmodium_vivax_Sal-1 | gene_product=TBC domain containing protein | transcript_product=TBC domain containing protein | location=Pv_Sal1_chr10:1063010-1065256(-) | protein_length=748 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086180.1-p1      -            975 7992at5820           -            328   3.9e-08   31.1  15.8   1   1   1.3e-10   1.2e-07   29.5  15.8   136   319   777   955   770   964 0.73 | transcript=PVX_086180.1 | gene=PVX_086180 | organism=Plasmodium_vivax_Sal-1 | gene_product=GTPase-activating protein, putative | transcript_product=GTPase-activating protein, putative | location=Pv_Sal1_chr13:1896923-1900949(+) | protein_length=975 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089900.1-p1      -            218 7992at5820           -            328       1.4    6.3  10.7   1   1    0.0022         2    5.7  10.7     7    78    32   108    28   120 0.80 | transcript=PVX_089900.1 | gene=PVX_089900 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:924985-925641(-) | protein_length=218 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7992at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7992at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7992at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:33 2026
# [ok]
