#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_085885.1-p1      -            519 6879at5820           -            333  1.2e-173  575.0  30.3   1   3  2.7e-104  3.8e-101  336.7  10.3     1   200     1   222     1   237 0.91 | transcript=PVX_085885.1 | gene=PVX_085885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1597218-1599489(-) | protein_length=519 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085885.1-p1      -            519 6879at5820           -            333  1.2e-173  575.0  30.3   2   3     0.035        48    1.0   0.4   183   221   306   344   280   350 0.84 | transcript=PVX_085885.1 | gene=PVX_085885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1597218-1599489(-) | protein_length=519 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085885.1-p1      -            519 6879at5820           -            333  1.2e-173  575.0  30.3   3   3   4.2e-77   5.8e-74  247.3   5.7   200   333   386   519   363   519 0.95 | transcript=PVX_085885.1 | gene=PVX_085885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1597218-1599489(-) | protein_length=519 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085430.1-p1      -            173 6879at5820           -            333   1.6e-06   25.6   2.9   1   2   2.2e-06     0.003   14.8   1.7    32    86     3    55     1    59 0.86 | transcript=PVX_085430.1 | gene=PVX_085430 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1167061-1168228(+) | protein_length=173 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085430.1-p1      -            173 6879at5820           -            333   1.6e-06   25.6   2.9   2   2     4e-05     0.055   10.7   0.0   126   161    61    96    55   169 0.62 | transcript=PVX_085430.1 | gene=PVX_085430 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1167061-1168228(+) | protein_length=173 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000905.1-p1      -            285 6879at5820           -            333   0.00021   18.6   0.2   1   2      0.29     4e+02   -2.0   0.0    39    60   128   149   121   158 0.79 | transcript=PVX_000905.1 | gene=PVX_000905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:215002-216520(-) | protein_length=285 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000905.1-p1      -            285 6879at5820           -            333   0.00021   18.6   0.2   2   2   4.8e-07   0.00067   17.0   0.1    31   114   181   267   166   280 0.79 | transcript=PVX_000905.1 | gene=PVX_000905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:215002-216520(-) | protein_length=285 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 6879at5820           -            333    0.0011   16.2   0.2   1   3   8.2e-07    0.0011   16.2   0.2   286   328    21    63    10    67 0.90 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 6879at5820           -            333    0.0011   16.2   0.2   2   3       3.9   5.4e+03   -5.7   7.0   202   245   220   265   194   292 0.61 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 6879at5820           -            333    0.0011   16.2   0.2   3   3       2.4   3.3e+03   -5.0  10.6   181   253   610   684   598   692 0.79 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6879at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6879at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6879at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:59 2026
# [ok]
