#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091010.1-p1      -           1089 3032at5820           -            718         0 1311.5  71.5   1   4  1.5e-104  1.2e-101  339.3  13.2     1   205    52   271    52   284 0.94 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 3032at5820           -            718         0 1311.5  71.5   2   4  3.7e-191  2.9e-188  625.6  30.9   204   514   384   697   375   701 0.98 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 3032at5820           -            718         0 1311.5  71.5   3   4   6.2e-11   4.9e-08   29.8   0.1   509   548   759   801   744   806 0.88 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 3032at5820           -            718         0 1311.5  71.5   4   4  4.3e-102   3.4e-99  331.2   7.5   547   718   908  1085   897  1085 0.96 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094465.1-p1      -           1539 3032at5820           -            718   3.8e-54  182.3   3.0   1   2   7.7e-31     6e-28   95.6   0.2   219   500   817  1071   808  1080 0.79 | transcript=PVX_094465.1 | gene=PVX_094465 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of nonsense transcripts, putative | transcript_product=regulator of nonsense transcripts, putative | location=Pv_Sal1_chr08:268169-272788(-) | protein_length=1539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094465.1-p1      -           1539 3032at5820           -            718   3.8e-54  182.3   3.0   2   2   1.1e-25   8.6e-23   78.6   0.3   572   706  1111  1249  1103  1255 0.82 | transcript=PVX_094465.1 | gene=PVX_094465 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of nonsense transcripts, putative | transcript_product=regulator of nonsense transcripts, putative | location=Pv_Sal1_chr08:268169-272788(-) | protein_length=1539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 3032at5820           -            718     6e-41  138.6   2.9   1   6      0.67   5.3e+02   -3.3   4.4    41    85    69   114    35   133 0.73 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 3032at5820           -            718     6e-41  138.6   2.9   2   6      0.34   2.7e+02   -2.4   5.2   454   555   911  1014   836  1061 0.72 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 3032at5820           -            718     6e-41  138.6   2.9   3   6      0.28   2.2e+02   -2.1   0.7   521   591  1332  1406  1293  1414 0.67 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 3032at5820           -            718     6e-41  138.6   2.9   4   6   3.2e-11   2.5e-08   30.8   0.0   218   298  1820  1900  1808  1915 0.85 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 3032at5820           -            718     6e-41  138.6   2.9   5   6   1.2e-21   9.9e-19   65.2   0.6   355   505  1919  2063  1911  2071 0.88 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 3032at5820           -            718     6e-41  138.6   2.9   6   6   1.6e-20   1.3e-17   61.5   0.0   593   690  2129  2221  2115  2226 0.89 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   1   7       4.5   3.6e+03   -6.1   4.2   458   553    63   156    53   162 0.62 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   2   7      0.16   1.3e+02   -1.3   0.6   462   516   322   379   315   408 0.72 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   3   7   2.3e-06    0.0018   14.7   0.0   212   260   621   668   610   676 0.81 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   4   7    0.0016       1.3    5.3   0.0   256   284   905   934   891   937 0.78 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   5   7   6.6e-24   5.2e-21   72.7   5.0   363   521   977  1133   961  1156 0.83 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   6   7   1.8e-09   1.4e-06   25.0   0.2   593   650  1245  1302  1233  1310 0.89 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3032at5820           -            718     2e-30  103.8  41.5   7   7   2.7e-05     0.022   11.2   0.1   660   688  1362  1390  1358  1411 0.87 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121965.1-p1      -           2656 3032at5820           -            718   7.3e-28   95.4  18.3   1   6         7   5.5e+03   -8.0   6.6   511   569    71   125     8   188 0.59 | transcript=PVX_121965.1 | gene=PVX_121965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:143835-152406(-) | protein_length=2656 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121965.1-p1      -           2656 3032at5820           -            718   7.3e-28   95.4  18.3   2   6       3.7     3e+03   -5.8   5.7    80   210   299   436   279   480 0.55 | transcript=PVX_121965.1 | gene=PVX_121965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:143835-152406(-) | protein_length=2656 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121965.1-p1      -           2656 3032at5820           -            718   7.3e-28   95.4  18.3   3   6   1.7e-05     0.014   11.8   0.0   219   259  1751  1792  1735  1803 0.76 | transcript=PVX_121965.1 | gene=PVX_121965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:143835-152406(-) | protein_length=2656 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121965.1-p1      -           2656 3032at5820           -            718   7.3e-28   95.4  18.3   4   6     0.013        11    2.3   0.1   262   293  1823  1854  1812  1857 0.81 | transcript=PVX_121965.1 | gene=PVX_121965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:143835-152406(-) | protein_length=2656 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121965.1-p1      -           2656 3032at5820           -            718   7.3e-28   95.4  18.3   5   6   1.2e-26   9.5e-24   81.8  10.6   328   653  2069  2363  2040  2373 0.77 | transcript=PVX_121965.1 | gene=PVX_121965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:143835-152406(-) | protein_length=2656 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121965.1-p1      -           2656 3032at5820           -            718   7.3e-28   95.4  18.3   6   6   7.7e-10   6.1e-07   26.2   0.2   656   696  2446  2486  2436  2495 0.86 | transcript=PVX_121965.1 | gene=PVX_121965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:143835-152406(-) | protein_length=2656 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082625.1-p1      -           1256 3032at5820           -            718   8.6e-23   78.6  25.5   1   5      0.31   2.5e+02   -2.2   0.3   356   396   361   402   339   416 0.79 | transcript=PVX_082625.1 | gene=PVX_082625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:793837-797804(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082625.1-p1      -           1256 3032at5820           -            718   8.6e-23   78.6  25.5   2   5   5.3e-06    0.0042   13.5   0.0   237   288   658   710   638   719 0.89 | transcript=PVX_082625.1 | gene=PVX_082625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:793837-797804(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082625.1-p1      -           1256 3032at5820           -            718   8.6e-23   78.6  25.5   3   5   3.3e-08   2.6e-05   20.8   5.2   407   504   743   841   721   846 0.86 | transcript=PVX_082625.1 | gene=PVX_082625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:793837-797804(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082625.1-p1      -           1256 3032at5820           -            718   8.6e-23   78.6  25.5   4   5   0.00074      0.59    6.4   0.2   571   614   932   978   923   993 0.81 | transcript=PVX_082625.1 | gene=PVX_082625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:793837-797804(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082625.1-p1      -           1256 3032at5820           -            718   8.6e-23   78.6  25.5   5   5   3.8e-17     3e-14   50.4   0.7   630   691  1167  1228  1159  1237 0.92 | transcript=PVX_082625.1 | gene=PVX_082625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:793837-797804(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
