#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_085900.1-p1      -           2154 484at5820            -           1555         0 2492.9 126.0   1   4  6.2e-122  4.3e-119  397.3   8.5     1   223     1   278     1   283 0.96 | transcript=PVX_085900.1 | gene=PVX_085900 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1611975-1619798(-) | protein_length=2154 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085900.1-p1      -           2154 484at5820            -           1555         0 2492.9 126.0   2   4   1.3e-47   9.3e-45  150.9   0.0   227   345   339   472   319   499 0.65 | transcript=PVX_085900.1 | gene=PVX_085900 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1611975-1619798(-) | protein_length=2154 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085900.1-p1      -           2154 484at5820            -           1555         0 2492.9 126.0   3   4  5.3e-113  3.6e-110  367.7  13.2   319   671   540  1086   519  1112 0.78 | transcript=PVX_085900.1 | gene=PVX_085900 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1611975-1619798(-) | protein_length=2154 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085900.1-p1      -           2154 484at5820            -           1555         0 2492.9 126.0   4   4         0         0 1588.1  85.3   668  1555  1175  2154  1159  2154 0.96 | transcript=PVX_085900.1 | gene=PVX_085900 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1611975-1619798(-) | protein_length=2154 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122130.1-p1      -            543 484at5820            -           1555     0.029   10.0  12.0   1   1   5.6e-05     0.039    9.6  12.0   281   449    91   262    34   294 0.46 | transcript=PVX_122130.1 | gene=PVX_122130 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:313448-315441(-) | protein_length=543 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118455.1-p1      -            763 484at5820            -           1555      0.24    7.0  19.9   1   3     0.082        56   -0.9   0.1   518   627    30   146    27   203 0.71 | transcript=PVX_118455.1 | gene=PVX_118455 | organism=Plasmodium_vivax_Sal-1 | gene_product=clathrin coat assembly protein AP50, putative | transcript_product=clathrin coat assembly protein AP50, putative | location=Pv_Sal1_chr12:2725349-2727640(+) | protein_length=763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118455.1-p1      -            763 484at5820            -           1555      0.24    7.0  19.9   2   3     0.026        18    0.7   0.0   172   256   138   222   108   246 0.75 | transcript=PVX_118455.1 | gene=PVX_118455 | organism=Plasmodium_vivax_Sal-1 | gene_product=clathrin coat assembly protein AP50, putative | transcript_product=clathrin coat assembly protein AP50, putative | location=Pv_Sal1_chr12:2725349-2727640(+) | protein_length=763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118455.1-p1      -            763 484at5820            -           1555      0.24    7.0  19.9   3   3   8.2e-05     0.057    9.1  13.8   322   430   363   466   290   524 0.45 | transcript=PVX_118455.1 | gene=PVX_118455 | organism=Plasmodium_vivax_Sal-1 | gene_product=clathrin coat assembly protein AP50, putative | transcript_product=clathrin coat assembly protein AP50, putative | location=Pv_Sal1_chr12:2725349-2727640(+) | protein_length=763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099685.1-p1      -            507 484at5820            -           1555      0.57    5.7  23.2   1   1    0.0011      0.77    5.3  23.2   314   491    44   228    26   240 0.58 | transcript=PVX_099685.1 | gene=PVX_099685 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase-beta, putative | transcript_product=protein phosphatase-beta, putative | location=Pv_Sal1_chr07:964361-966052(-) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003615.1-p1      -            376 484at5820            -           1555       5.7    2.4  22.4   1   1     0.011       7.5    2.0  22.4   165   407    82   324    74   374 0.50 | transcript=PVX_003615.1 | gene=PVX_003615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:735690-737062(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089292.1-p1      -            130 484at5820            -           1555       6.7    2.2   9.8   1   1     0.011       7.3    2.1   9.8   373   461    17   104     2   117 0.62 | transcript=PVX_089292.1 | gene=PVX_089292 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr05:435723-436707(-) | protein_length=130 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098023.1-p1      -            143 484at5820            -           1555       7.7    2.0   9.0   1   1     0.013       8.7    1.8   9.0   310   370    65   118    29   136 0.30 | transcript=PVX_098023.1 | gene=PVX_098023 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:962975-963665(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
