#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   1  18  8.8e-131  4.9e-127  423.3  23.0     1   260     1   265     1   273 0.96 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   2  18   3.9e-61   2.2e-57  192.3   0.1   263   373   430   540   395   549 0.93 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   3  18   1.9e-06     0.011   10.8   0.4   371   409   720   758   711   783 0.81 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   4  18  8.9e-231  4.9e-227  755.0  75.7   410   866   923  1421   918  1442 0.91 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   5  18    0.0075        42   -1.1   0.0   870   923  1566  1623  1560  1627 0.79 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   6  18   4.1e-10   2.2e-06   23.0   0.2   916   948  1650  1685  1648  1692 0.91 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   7  18   1.1e-11   6.1e-08   28.2   0.1   969  1028  1793  1866  1733  1881 0.74 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   8  18  6.2e-100   3.4e-96  321.0  32.7  1036  1397  1928  2388  1923  2399 0.80 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   9  18   9.8e-25   5.4e-21   71.5   2.5  1399  1490  2424  2531  2390  2543 0.82 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  10  18   3.8e-09   2.1e-05   19.8   0.0  1496  1540  2602  2651  2595  2655 0.86 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  11  18   5.2e-13   2.9e-09   32.6   0.0  1538  1579  2693  2734  2687  2749 0.92 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  12  18   8.7e-10   4.8e-06   21.9   0.1  1608  1651  2887  2931  2843  2943 0.78 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  13  18   1.6e-35     9e-32  107.3   0.6  1651  1755  3004  3137  3002  3141 0.82 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  14  18  6.6e-121  3.7e-117  390.5  19.4  1750  1983  3176  3414  3169  3424 0.94 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  15  18   2.5e-08   0.00014   17.1   3.7  1984  2059  3542  3619  3529  3637 0.73 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
