#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   1   8  1.8e-252    2e-250  832.5  76.9     1   538     1   702     1   737 0.91 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   2   8  6.2e-234    7e-232  771.0  18.3   530   903   760  1154   750  1166 0.95 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   3   8    2e-209  2.2e-207  689.8   8.8   909  1238  1257  1595  1232  1601 0.88 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   4   8  6.6e-139  7.4e-137  455.9   4.6  1236  1478  1655  1915  1630  1944 0.83 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   5   8   5.2e-61   5.9e-59  197.5   0.3  1475  1601  2027  2186  1976  2295 0.71 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   6   8   5.7e-14   6.5e-12   41.5  43.0  1600  1762  2309  2468  2261  2481 0.52 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   7   8  3.7e-172  4.2e-170  566.1  71.0  1694  2166  2451  2937  2437  2938 0.68 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   8   8       1.2   1.3e+02   -2.7  79.3  2054  2161  2895  3007  2892  3010 0.45 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116885.1-p1      -           2002 518at5820            -           2167   4.3e-06   22.2  44.7   1   3   3.8e-08   4.3e-06   22.2  44.7  1634  1773    96   236    17   270 0.49 | transcript=PVX_116885.1 | gene=PVX_116885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1358328-1364614(+) | protein_length=2002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116885.1-p1      -           2002 518at5820            -           2167   4.3e-06   22.2  44.7   2   3      0.02       2.2    3.2   5.4  1661  1688  1084  1111  1055  1127 0.50 | transcript=PVX_116885.1 | gene=PVX_116885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1358328-1364614(+) | protein_length=2002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116885.1-p1      -           2002 518at5820            -           2167   4.3e-06   22.2  44.7   3   3       3.6   4.1e+02   -4.3   2.1   240  1784  1206  1252  1165  1325 0.50 | transcript=PVX_116885.1 | gene=PVX_116885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1358328-1364614(+) | protein_length=2002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
