#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_092485.1-p1      -            456 6375at5820           -            375  1.4e-235  779.6  16.5   1   1  3.3e-238  1.8e-235  779.2  16.5     7   375    64   454    60   454 0.96 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 6375at5820           -            375   5.4e-45  152.3  23.0   1   6   6.6e-05     0.037   11.4   0.2    88   175    20   108    10   121 0.74 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 6375at5820           -            375   5.4e-45  152.3  23.0   2   6     3e-07   0.00016   19.1   0.1   242   282   224   262   217   280 0.82 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 6375at5820           -            375   5.4e-45  152.3  23.0   3   6   8.8e-19   4.9e-16   57.1   0.7    89   220   321   448   299   465 0.87 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 6375at5820           -            375   5.4e-45  152.3  23.0   4   6     2e-13   1.1e-10   39.4   0.1   139   229   625   715   595   725 0.85 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 6375at5820           -            375   5.4e-45  152.3  23.0   5   6   4.4e-09   2.5e-06   25.1   0.9   103   220   773   905   765   914 0.74 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 6375at5820           -            375   5.4e-45  152.3  23.0   6   6   0.00015     0.084   10.2   0.1    48   136   931  1029   906  1046 0.64 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 6375at5820           -            375   6.4e-20   69.8  13.7   1   3   2.5e-10   1.4e-07   29.3   0.1   131   228    30   132    24   151 0.82 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 6375at5820           -            375   6.4e-20   69.8  13.7   2   3   0.00022      0.12    9.7   1.6   190   264   173   253   160   256 0.81 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 6375at5820           -            375   6.4e-20   69.8  13.7   3   3   1.5e-13   8.2e-11   39.8   3.8   138   280   240   375   232   432 0.84 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 6375at5820           -            375   8.3e-20   69.4  16.3   1   5      0.71   3.9e+02   -1.9   0.0   271   284    41    54    38    62 0.82 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
