#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   1  17     1e-07   0.00056   16.0   0.0     1    35   189   223   189   237 0.88 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   2  17     7e-17   3.9e-13   46.3   0.0    45    87   266   308   248   311 0.91 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   3  17   3.1e-11   1.7e-07   27.6   0.0    87   131   354   401   349   404 0.89 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   4  17   1.8e-65   9.8e-62  207.4   0.6   132   327   447   674   446   676 0.89 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   5  17   3.7e-38   2.1e-34  116.8   0.0   327   444   724   854   718   858 0.90 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   6  17   1.2e-43   6.9e-40  135.0   0.0   446   541   888   983   883   995 0.93 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   7  17   2.7e-53   1.5e-49  167.0   1.6   541   650  1093  1202  1087  1211 0.97 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   8  17   3.9e-80   2.2e-76  256.0  12.9   651   833  1267  1475  1261  1481 0.89 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   9  17     1e-54   5.6e-51  171.8  16.5   835   995  1521  1707  1518  1745 0.86 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  10  17   9.7e-05      0.54    6.1   0.0   994  1032  1753  1803  1733  1806 0.88 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  11  17   2.8e-11   1.5e-07   27.8   0.0  1033  1067  1882  1916  1878  1920 0.93 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
