#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   1  11  1.8e-106    1e-102  343.0  14.6     5   219   109   327    86   340 0.93 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   2  11   3.8e-73   2.1e-69  232.6  17.5   226   384   378   545   367   561 0.92 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   3  11     1e-26   5.6e-23   78.8   3.9   384   456   659   731   653   753 0.85 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   4  11   0.00085       4.7    2.8   3.9   454   482   782   810   775   816 0.73 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   5  11     1e-62   5.8e-59  198.0   8.0   464   621   819  1001   808  1006 0.83 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   6  11   1.8e-32     1e-28   97.8   2.2   627   692  1149  1219  1145  1226 0.90 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   7  11   7.8e-55   4.3e-51  171.9   4.2   692   838  1245  1411  1241  1418 0.83 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   8  11  2.9e-136  1.6e-132  441.8  15.5   837  1123  1444  1770  1437  1775 0.91 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1   9  11  2.2e-124  1.2e-120  402.5  10.7  1121  1322  1832  2039  1827  2046 0.96 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1  10  11   2.2e-56   1.2e-52  177.1   0.3  1317  1435  2076  2197  2052  2205 0.92 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098660.1-p1      -           2349 467at5820            -           1530         0 2243.0 158.1  11  11   6.2e-48   3.4e-44  149.1   2.9  1435  1529  2254  2348  2249  2349 0.97 | transcript=PVX_098660.1 | gene=PVX_098660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:100140-108788(-) | protein_length=2349 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/467at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/467at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/467at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:33 2026
# [ok]
