#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_092160.1-p1      -            760 8314at5820           -            476  3.8e-201  667.4  71.5   1   6     1e-15   2.9e-12   44.6   1.8     1    31     1    31     1    36 0.96 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 8314at5820           -            476  3.8e-201  667.4  71.5   2   6   3.8e-33     1e-29  102.1   6.1    29    94    48   115    40   118 0.95 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 8314at5820           -            476  3.8e-201  667.4  71.5   3   6     1e-28   2.9e-25   87.5   1.0    91   155   130   202   121   209 0.86 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 8314at5820           -            476  3.8e-201  667.4  71.5   4   6   1.5e-30   4.2e-27   93.5   1.2   127   212   291   376   284   384 0.94 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 8314at5820           -            476  3.8e-201  667.4  71.5   5   6     5e-53   1.4e-49  167.7  12.3   204   345   404   562   386   564 0.86 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 8314at5820           -            476  3.8e-201  667.4  71.5   6   6   3.1e-63   8.7e-60  201.3  11.4   345   469   611   735   606   739 0.97 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092480.1-p1      -            650 8314at5820           -            476     1e-26   92.3  39.5   1   3     0.032        89    0.1   2.7    37    93    75   125    68   163 0.72 | transcript=PVX_092480.1 | gene=PVX_092480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1419313-1421265(-) | protein_length=650 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092480.1-p1      -            650 8314at5820           -            476     1e-26   92.3  39.5   2   3     0.021        58    0.7   3.7   147   212   219   287   203   306 0.76 | transcript=PVX_092480.1 | gene=PVX_092480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1419313-1421265(-) | protein_length=650 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092480.1-p1      -            650 8314at5820           -            476     1e-26   92.3  39.5   3   3   3.7e-30     1e-26   92.3  39.5   205   472   326   628   292   632 0.70 | transcript=PVX_092480.1 | gene=PVX_092480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1419313-1421265(-) | protein_length=650 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8314at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8314at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8314at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:41 2026
# [ok]
