#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   1   9   4.8e-62   2.6e-58  196.0  10.1     1   156    14   172    14   184 0.91 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   2   9   3.2e-93   1.8e-89  299.3   2.3   150   397   255   542   242   546 0.85 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   3   9   4.5e-45   2.5e-41  139.7   0.6   384   502   565   704   559   712 0.87 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   4   9   8.5e-34   4.7e-30  102.3   0.0   510   640   743   910   734   915 0.77 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   5   9  2.2e-114  1.2e-110  369.4  15.0   642   910   943  1227   939  1232 0.92 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   6   9   1.2e-40   6.9e-37  125.0   7.9   910  1048  1256  1451  1252  1456 0.78 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   7   9   2.1e-12   1.2e-08   31.4   0.0  1049  1090  1518  1566  1516  1567 0.86 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   8   9   3.4e-14   1.9e-10   37.3   0.0  1107  1169  1630  1705  1589  1711 0.83 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099480.1-p1      -           2193 787at5820            -           1546         0 1898.9 105.4   9   9  7.7e-191  4.2e-187  622.8  24.7  1182  1545  1814  2192  1810  2193 0.97 | transcript=PVX_099480.1 | gene=PVX_099480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:800779-808110(-) | protein_length=2193 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/787at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/787at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/787at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:16 2026
# [ok]
