#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091200.1-p1      -            505 5961at5820           -            363  2.3e-195  647.0  17.3   1   3   1.3e-38   1.4e-35  121.4   0.1     1    75     1    76     1    87 0.95 | transcript=PVX_091200.1 | gene=PVX_091200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:335592-337109(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091200.1-p1      -            505 5961at5820           -            363  2.3e-195  647.0  17.3   2   3  1.3e-143  1.4e-140  466.8   8.3    73   327   173   433   171   437 0.98 | transcript=PVX_091200.1 | gene=PVX_091200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:335592-337109(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091200.1-p1      -            505 5961at5820           -            363  2.3e-195  647.0  17.3   3   3   3.1e-21   3.5e-18   64.1   0.1   327   363   469   505   463   505 0.95 | transcript=PVX_091200.1 | gene=PVX_091200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:335592-337109(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092085.1-p1      -            615 5961at5820           -            363   4.6e-23   80.2   4.7   1   2     4e-08   4.4e-05   21.0   0.6    70   142   248   326   221   352 0.66 | transcript=PVX_092085.1 | gene=PVX_092085 | organism=Plasmodium_vivax_Sal-1 | gene_product=proliferating-cell nucleolar antigen p120, putative | transcript_product=proliferating-cell nucleolar antigen p120, putative | location=Pv_Sal1_chr09:1081089-1082936(-) | protein_length=615 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092085.1-p1      -            615 5961at5820           -            363   4.6e-23   80.2   4.7   2   2   2.9e-20   3.2e-17   61.0   0.6   208   314   354   458   329   484 0.82 | transcript=PVX_092085.1 | gene=PVX_092085 | organism=Plasmodium_vivax_Sal-1 | gene_product=proliferating-cell nucleolar antigen p120, putative | transcript_product=proliferating-cell nucleolar antigen p120, putative | location=Pv_Sal1_chr09:1081089-1082936(-) | protein_length=615 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087750.1-p1      -           1116 5961at5820           -            363   2.9e-12   44.7  16.4   1   3   2.3e-07   0.00025   18.5   5.3    44   146    62   164    18   180 0.81 | transcript=PVX_087750.1 | gene=PVX_087750 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:113347-116697(-) | protein_length=1116 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087750.1-p1      -           1116 5961at5820           -            363   2.9e-12   44.7  16.4   2   3     3e-14   3.3e-11   41.2   3.3   179   324   288   438   279   449 0.71 | transcript=PVX_087750.1 | gene=PVX_087750 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:113347-116697(-) | protein_length=1116 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087750.1-p1      -           1116 5961at5820           -            363   2.9e-12   44.7  16.4   3   3       2.3   2.5e+03   -4.5   4.9     7   125   809   937   805   945 0.57 | transcript=PVX_087750.1 | gene=PVX_087750 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:113347-116697(-) | protein_length=1116 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124170.1-p1      -            376 5961at5820           -            363   5.2e-09   33.9   0.7   1   2   0.00084      0.93    6.8   0.0   116   145   192   221   104   233 0.90 | transcript=PVX_124170.1 | gene=PVX_124170 | organism=Plasmodium_vivax_Sal-1 | gene_product=sun-family protein, putative | transcript_product=sun-family protein, putative | location=Pv_Sal1_chr14:2106073-2107427(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124170.1-p1      -            376 5961at5820           -            363   5.2e-09   33.9   0.7   2   2   1.4e-09   1.5e-06   25.9   0.3   196   337   229   373   221   376 0.82 | transcript=PVX_124170.1 | gene=PVX_124170 | organism=Plasmodium_vivax_Sal-1 | gene_product=sun-family protein, putative | transcript_product=sun-family protein, putative | location=Pv_Sal1_chr14:2106073-2107427(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001880.1-p1      -            556 5961at5820           -            363   2.8e-05   21.7   0.2   1   2    0.0035       3.8    4.8   0.0   111   141   183   213   173   244 0.82 | transcript=PVX_001880.1 | gene=PVX_001880 | organism=Plasmodium_vivax_Sal-1 | gene_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | transcript_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | location=Pv_Sal1_chr06:221371-223211(-) | protein_length=556 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
