#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   1  12   5.6e-07    0.0031   13.9   0.2    15    42    32    59     3    65 0.79 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   2  12   0.00045       2.5    4.3   0.0    42    67    87   112    79   116 0.89 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   3  12   7.2e-14     4e-10   36.7   0.5    58   134   137   251   120   256 0.69 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   4  12   8.9e-24   4.9e-20   69.5   1.7   132   184   313   365   310   379 0.92 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   5  12   1.7e-71   9.6e-68  227.5  39.1   190   376   428   655   421   676 0.88 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   6  12   4.6e-91   2.6e-87  292.4  16.6   381   566   774   964   769   967 0.96 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   7  12   3.8e-82   2.1e-78  262.9   9.9   562   706   997  1143   994  1154 0.96 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   8  12   1.2e-63   6.5e-60  201.6  18.3   705   824  1212  1331  1204  1339 0.96 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7   9  12   5.6e-32   3.1e-28   96.7   4.1   825   895  1391  1462  1384  1470 0.94 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7  10  12   3.8e-55   2.1e-51  173.4  16.8   893   996  1516  1625  1513  1628 0.94 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7  11  12   7.3e-25     4e-21   73.1   0.3   996  1048  1664  1716  1659  1721 0.94 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100805.1-p1      -           1915 896at5820            -           1182         0 1617.8 202.7  12  12   1.3e-66   6.9e-63  211.4  22.6  1047  1181  1754  1910  1750  1911 0.88 | transcript=PVX_100805.1 | gene=PVX_100805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2386578-2392325(-) | protein_length=1915 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/896at5820.hmm
