#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   1   7     0.038     1e+02   -0.6   3.9     2    24     7    29     5    40 0.76 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   2   7   1.7e-11   4.8e-08   30.2   1.7    18    75   146   216   118   244 0.76 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   3   7   4.3e-31   1.2e-27   95.0   7.1    71   146   288   373   275   378 0.82 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   4   7   9.6e-63   2.7e-59  199.6   8.8   143   252   436   546   420   549 0.94 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   5   7   2.6e-26   7.2e-23   79.2   0.0   251   299   580   628   572   632 0.94 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   6   7   1.9e-80   5.2e-77  258.2  28.5   300   449   736   890   728   905 0.92 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080180.1-p1      -           1378 2856at5820           -            701         0 1049.1 129.5   7   7  5.6e-129  1.5e-125  418.6  37.6   445   701  1120  1378  1114  1378 0.96 | transcript=PVX_080180.1 | gene=PVX_080180 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:452829-457290(+) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096240.1-p1      -            893 2856at5820           -            701      0.54    6.9  21.9   1   3      0.28   7.8e+02   -3.5   0.9   421   433   360   372   348   391 0.51 | transcript=PVX_096240.1 | gene=PVX_096240 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:672591-675272(-) | protein_length=893 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096240.1-p1      -            893 2856at5820           -            701      0.54    6.9  21.9   2   3   0.00053       1.5    5.5   2.2   380   434   611   665   609   679 0.77 | transcript=PVX_096240.1 | gene=PVX_096240 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:672591-675272(-) | protein_length=893 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096240.1-p1      -            893 2856at5820           -            701      0.54    6.9  21.9   3   3   2.2e-06    0.0061   13.4   4.4   541   665   763   885   755   887 0.92 | transcript=PVX_096240.1 | gene=PVX_096240 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:672591-675272(-) | protein_length=893 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
