#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122445.1-p1      -            297 9476at5820           -            246  4.7e-126  417.6  26.7   1   1  5.4e-129    6e-126  417.3  26.7     1   246    33   297    33   297 0.95 | transcript=PVX_122445.1 | gene=PVX_122445 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:569765-571070(+) | protein_length=297 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 9476at5820           -            246     8e-08   30.4  40.7   1   5      0.13   1.4e+02    0.2   0.1    97   128    81   112    58   117 0.78 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 9476at5820           -            246     8e-08   30.4  40.7   2   5   6.9e-07   0.00076   17.4   1.2    38   125    96   183    72   189 0.83 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 9476at5820           -            246     8e-08   30.4  40.7   3   5   0.00013      0.15    9.9   2.0    62   115   194   247   186   250 0.90 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 9476at5820           -            246     8e-08   30.4  40.7   4   5    0.0057       6.4    4.6   5.8    32   138   241   349   237   359 0.76 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 9476at5820           -            246     8e-08   30.4  40.7   5   5   6.1e-05     0.068   11.0  10.6   101   211   377   494   364   505 0.76 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123955.1-p1      -           1234 9476at5820           -            246   2.5e-06   25.5   8.5   1   2     3e-06    0.0033   15.3   0.8    59   139   403   485   401   503 0.89 | transcript=PVX_123955.1 | gene=PVX_123955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1924203-1927907(+) | protein_length=1234 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123955.1-p1      -           1234 9476at5820           -            246   2.5e-06   25.5   8.5   2   2   1.4e-05     0.016   13.1   1.3    28   128   642   741   615   770 0.85 | transcript=PVX_123955.1 | gene=PVX_123955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1924203-1927907(+) | protein_length=1234 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095335.1-p1      -            634 9476at5820           -            246    0.0015   16.5   5.2   1   3     0.011        12    3.6   0.1    60   126   177   243   163   252 0.91 | transcript=PVX_095335.1 | gene=PVX_095335 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1015034-1017149(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095335.1-p1      -            634 9476at5820           -            246    0.0015   16.5   5.2   2   3   1.2e-05     0.013   13.4   0.3    55   149   350   444   308   462 0.80 | transcript=PVX_095335.1 | gene=PVX_095335 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1015034-1017149(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095335.1-p1      -            634 9476at5820           -            246    0.0015   16.5   5.2   3   3      0.27     3e+02   -0.9   0.1   136   169   522   555   514   567 0.81 | transcript=PVX_095335.1 | gene=PVX_095335 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1015034-1017149(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
