#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   1   8   0.00023      0.64    5.4   0.4     1    18    36    53    36    58 0.91 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   2   8  6.3e-121  1.7e-117  391.8  48.4    16   291    88   427    83   442 0.86 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   3   8   3.1e-84   8.4e-81  270.1  33.1   290   466   545   749   530   752 0.87 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   4   8     2e-79   5.7e-76  254.1  15.5   467   601   800   934   799   940 0.98 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   5   8  2.1e-129  5.9e-126  419.8  20.1   597   810   979  1195   968  1203 0.95 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   6   8   7.3e-74     2e-70  235.7   6.2   808   960  1269  1428  1265  1432 0.95 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   7   8  1.1e-155  3.1e-152  507.0  24.3   958  1280  1455  1849  1450  1860 0.88 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083530.1-p1      -           2310 926at5820            -           1653         0 2886.7 235.0   8   8  1.3e-252  3.5e-249  828.3  33.4  1280  1653  1922  2302  1916  2302 0.98 | transcript=PVX_083530.1 | gene=PVX_083530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:45791-52723(-) | protein_length=2310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094465.1-p1      -           1539 926at5820            -           1653   7.4e-28   94.7   0.1   1   2   0.00013      0.36    6.2   0.0  1018  1075   820   876   809   893 0.86 | transcript=PVX_094465.1 | gene=PVX_094465 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of nonsense transcripts, putative | transcript_product=regulator of nonsense transcripts, putative | location=Pv_Sal1_chr08:268169-272788(-) | protein_length=1539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094465.1-p1      -           1539 926at5820            -           1653   7.4e-28   94.7   0.1   2   2   8.8e-29   2.4e-25   86.3   0.0  1319  1615   953  1238   920  1269 0.82 | transcript=PVX_094465.1 | gene=PVX_094465 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of nonsense transcripts, putative | transcript_product=regulator of nonsense transcripts, putative | location=Pv_Sal1_chr08:268169-272788(-) | protein_length=1539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/926at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/926at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/926at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:25 2026
# [ok]
