#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   1  15   3.6e-24     2e-20   69.9   1.3     1    54     1    56     1    64 0.94 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   2  15   5.9e-40   3.3e-36  122.2   0.2    55   206   111   300   104   321 0.80 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   3  15   2.1e-83   1.2e-79  266.3   5.4   233   442   376   615   344   623 0.87 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   4  15     6e-54   3.3e-50  168.6   3.1   433   548   658   773   654   782 0.95 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   5  15   2.2e-41   1.2e-37  126.9   0.0   550   648   860   958   853   963 0.96 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   6  15   4.5e-47   2.5e-43  145.8   8.4   648   755  1001  1131   997  1137 0.79 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   7  15   1.1e-26   6.2e-23   78.2   1.3   754   829  1164  1241  1154  1256 0.87 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   8  15   7.5e-72   4.1e-68  228.0   5.0   809   981  1314  1491  1291  1508 0.84 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3   9  15   8.1e-08   0.00045   15.6   0.4   986  1019  1609  1642  1604  1664 0.80 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3  10  15  7.6e-115  4.2e-111  370.5  25.7  1026  1242  1706  1946  1690  1950 0.89 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114955.1-p1      -           3259 186at5820            -           2019         0 2702.3 191.3  11  15   6.9e-80   3.8e-76  254.6   8.4  1241  1364  2068  2191  2063  2205 0.96 | transcript=PVX_114955.1 | gene=PVX_114955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:461952-471731(-) | protein_length=3259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
