#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   1  10   1.8e-72   4.9e-69  231.5  10.2     1   137     2   138     2   146 0.96 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   2  10   8.9e-59   2.5e-55  186.1  15.3   127   265   156   324   152   333 0.88 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   3  10   2.1e-76   5.7e-73  244.6   9.7   272   411   405   546   392   550 0.96 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   4  10      0.12   3.3e+02   -3.3   0.1   409   427   570   588   567   595 0.84 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   5  10  1.7e-233  4.6e-230  765.4  46.8   421   865   609  1093   605  1105 0.92 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   6  10   2.3e-72   6.3e-69  231.1  10.8   861  1010  1139  1295  1132  1315 0.87 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   7  10   1.2e-98   3.3e-95  318.3  26.5   998  1162  1316  1480  1305  1491 0.97 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   8  10  1.3e-125  3.5e-122  407.7  34.6  1162  1409  1562  1832  1560  1834 0.92 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0   9  10  7.1e-134    2e-130  435.1  31.4  1409  1667  1893  2164  1889  2173 0.94 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123165.1-p1      -           2418 342at5820            -           1859         0 3110.6 275.0  10  10  2.3e-105  6.4e-102  340.6  22.7  1657  1859  2191  2418  2180  2418 0.90 | transcript=PVX_123165.1 | gene=PVX_123165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1186687-1194067(-) | protein_length=2418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090150.1-p1      -           4406 342at5820            -           1859      0.05    9.3   0.2   1   1   2.7e-05     0.075    8.7   0.2   865   909  2300  2344  2293  2376 0.87 | transcript=PVX_090150.1 | gene=PVX_090150 | organism=Plasmodium_vivax_Sal-1 | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=Pv_Sal1_chr05:1176451-1189671(-) | protein_length=4406 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
