#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   1  25   1.1e-59     6e-56  188.0   0.2     8   166    83   288    79   297 0.78 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   2  25   3.7e-26   2.1e-22   76.8   1.7   167   216   320   369   314   372 0.94 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   3  25   7.1e-48   3.9e-44  148.8   7.6   215   324   404   533   401   535 0.81 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   4  25   0.00092       5.1    2.5   0.0   322   346   572   596   567   600 0.89 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   5  25     2e-28   1.1e-24   84.3   1.4   346   436   624   725   622   743 0.86 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   6  25   0.00013      0.74    5.3   0.2   439   470   807   841   800   844 0.84 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   7  25   3.4e-46   1.9e-42  143.2   0.5   466   589   905  1033   892  1036 0.92 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   8  25   5.2e-35   2.9e-31  106.1   4.8   570   661  1140  1231  1131  1235 0.93 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   9  25   6.6e-05      0.37    6.3   0.0   661   684  1265  1288  1262  1293 0.90 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  10  25   7.5e-40   4.1e-36  122.2   0.1   682   801  1332  1474  1327  1477 0.88 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  11  25   4.7e-49   2.6e-45  152.7   6.3   802   939  1513  1698  1511  1704 0.77 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
